title	name	meaning	menu_1	menu_2	menu_3	menu_4	menu_5	description	
		GAZ:00006889	Laos [GAZ:00006889]					A landlocked country in southeast Asia, bordered by Burma (Myanmar) and China to the northwest, Vietnam to the east, Cambodia to the south, and Thailand to the west. Laos is divided into sixteen provinces (qwang) and Vientiane Capital (Na Kone Luang Vientiane). The provinces further divided into districts (muang).	
		GAZ:00002958	Latvia [GAZ:00002958]					A country in Northern Europe. Latvia shares land borders with Estonia to the north and Lithuania to the south, and both Russia and Belarus to the east. It is separated from Sweden in the west by the Baltic Sea. The capital of Latvia is Riga. Latvia is divided into 26 districts (raioni). There are also seven cities (lielpilsetas) that have a separate status. Latvia is also historically, culturally and constitutionally divided in four or more distinct regions.	
		GAZ:00002478	Lebanon [GAZ:00002478]					A small, mostly mountainous country in Western Asia, on the eastern shore of the Mediterranean Sea. It is bordered by Syria to the north and east, and Israel to the south. Lebanon is divided into six governorates (mohaafazaat, which are further subdivided into twenty-five districts (aqdya, singular: qadaa).	
		GAZ:00001098	Lesotho [GAZ:00001098]					A land-locked country, entirely surrounded by the Republic of South Africa. Lesotho is divided into ten districts; these are further subdivided into 80 constituencies, which consists of 129 local community councils.	
		GAZ:00000911	Liberia [GAZ:00000911]					A country on the west coast of Africa, bordered by Sierra Leone, Guinea, Cote d'Ivoire, and the Atlantic Ocean.	
		GAZ:00000566	Libya [GAZ:00000566]					A country in North Africa. Bordering the Mediterranean Sea to the north, Libya lies between Egypt to the east, Sudan to the southeast, Chad and Niger to the south, and Algeria and Tunisia to the west. There are thirty-four municipalities of Libya, known by the Arabic term sha'biyat (singular sha'biyah). These came recently (in the 1990s to replaced old Baladiyat systam. The Baladiyat system in turn was introduced to replace the system of muhafazah (governorates or provinces) that existed from the 1960s to the 1970s.	
		GAZ:00003858	Liechtenstein [GAZ:00003858]					A tiny, doubly landlocked alpine country in Western Europe, bordered by Switzerland to its west and by Austria to its east. The principality of Liechtenstein is divided into 11 municipalities called Gemeinden (singular Gemeinde). The Gemeinden mostly consist only of a single town. Five of them fall within the electoral district Unterland (the lower county), and the remainder within Oberland (the upper county).	
		GAZ:00007144	Line Islands [GAZ:00007144]					A group of eleven atolls and low coral islands in the central Pacific Ocean south of the Hawaiian Islands, eight of which belong to Kiribati, while three are United States territories that are grouped with the United States Minor Outlying Islands.	
		GAZ:00002960	Lithuania [GAZ:00002960]					A country located along the south-eastern shore of the Baltic Sea, sharing borders with Latvia to the north, Belarus to the southeast, Poland, and the Russian exclave of the Kaliningrad Oblast to the southwest. Lithuania has a three-tier administrative division: the country is divided into 10 counties (singular apskritis, plural, apskritys) that are further subdivided into 60 municipalities (singular savivaldybe, plural savivaldybes) which consist of over 500 elderates (singular seniunija, plural seniunijos).	
		GAZ:00002947	Luxembourg [GAZ:00002947]					A small landlocked country in western Europe, bordered by Belgium, France, and Germany. Luxembourg is divided into 3 districts, which are further divided into 12 cantons and then 116 communes. Twelve of the communes have city status, of which the city of Luxembourg is the largest.	
		GAZ:00003202	Macau [GAZ:00003202]					One of the two special administrative regions of the People's Republic of China, the other being Hong Kong. Macau lies on the western side of the Pearl River Delta, bordering Guangdong province in the north and facing the South China Sea in the east and south. Macau is situated 60 kmsouthwest of Hong Kong and 145 km from Guangzhou. It consists of the Macau Peninsula itself and the islands of Taipa and Coloane. The peninsula is formed by the Zhujiang (Pearl River) estuary on the east and the Xijiang (West River) on the west. It borders the Zhuhai Special Economic Zone in mainland China.	
		GAZ:00001108	Madagascar [GAZ:00001108]					An island nation in the Indian Ocean off the southeastern coast of Africa. The main island, also called Madagascar, is the fourth largest island in the world, and is home to 5% of the world's plant and animal species, of which more than 80% are endemic to Madagascar. Most notable are the lemur infraorder of primates, the carnivorous fossa, three endemic bird families and six endemic baobab species. Madagascar is divided into six autonomous provinces (faritany mizakatena), and 22 regions. The regions are further subdivided into 116 districts, 1,548 communes, and 16,969 fokontany.	
		GAZ:00001105	Malawi [GAZ:00001105]					A country in southeastern Africa. It is bordered by Zambia to the north-west, Tanzania to the north and Mozambique, which surrounds it on the east, south and west. Malawi is divided into three regions (the Northern, Central and Southern regions), which are further divided into twenty-seven districts, which in turn are further divided into 137 traditional authorities and 68 sub-chiefdoms.	
		GAZ:00003902	Malaysia [GAZ:00003902]					A country in southeastern Africa. It is bordered by Zambia to the north-west, Tanzania to the north and Mozambique, which surrounds it on the east, south and west. Malawi is divided into three regions (the Northern, Central and Southern regions), which are further divided into twenty-seven districts, which in turn are further divided into 137 traditional authorities and 68 sub-chiefdoms.	
		GAZ:00006924	Maldives [GAZ:00006924]					An archipelago which consists of approximately 1,196 coral islands grouped in a double chain of 27 atolls, spread over roughly 90,000 km2.	
		GAZ:00000584	Mali [GAZ:00000584]					A landlocked country in northern Africa. It borders Algeria on the north, Niger on the east, Burkina Faso and the Cote d'Ivoire on the south, Guinea on the south-west, and Senegal and Mauritania on the west. Mali is divided into 8 regions (regions) and 1 district, and subdivided into 49 cercles, totalling 288 arrondissements.	
		GAZ:00004017	Malta [GAZ:00004017]					A Southern European country and consists of an archipelago situated centrally in the Mediterranean.	
		GAZ:00007161	Marshall Islands [GAZ:00007161]					An archipelago that consists of twenty-nine atolls and five isolated islands. The most important atolls and islands form two groups: the Ratak Chain and the Ralik Chain (meaning "sunrise" and "sunset" chains). Two-thirds of the nation's population lives on Majuro (which is also the capital) and Ebeye. The outer islands are sparsely populated.	
		GAZ:00067143	Martinique [GAZ:00067143]					An island and an overseas department/region and single territorial collectivity of France.	
		GAZ:00000583	Mauritania [GAZ:00000583]					A country in North-West Africa. It is bordered by the Atlantic Ocean on the west, by Senegal on the southwest, by Mali on the east and southeast, by Algeria on the northeast, and by Western Sahara on the northwest (most of which is occupied by Morocco). The capital and largest city is Nouakchott, located on the Atlantic coast. Mauritania is divided into 12 regions (regions) and one capital district, which in turn are subdivided into 44 departments (departements).	
		GAZ:00003745	Mauritius [GAZ:00003745]					An island nation off the coast of the African continent in the southwest Indian Ocean, about 900 km east of Madagascar. In addition to the island of Mauritius, the republic includes the islands of St. Brandon, Rodrigues and the Agalega Islands.	
		GAZ:00003943	Mayotte [GAZ:00003943]					An overseas collectivity of France consisting of a main island, Grande-Terre (or Mahore), a smaller island, Petite-Terre (or Pamanzi), and several islets around these two.	
		GAZ:00002852	Mexico [GAZ:00002852]					A federal constitutional republic in North America. It is bounded on the north by the United States; on the south and west by the North Pacific Ocean; on the southeast by Guatemala, Belize, and the Caribbean Sea; and on the east by the Gulf of Mexico. The United Mexican States comprise a federation of thirty-one states and a federal district, the capital Mexico City.	
		GAZ:00005862	Micronesia [GAZ:00005862]					A subregion of Oceania, comprising hundreds of small islands in the Pacific Ocean. The Philippines lie to the northwest, Indonesia, Papua New Guinea and Melanesia to the west and southwest, and Polynesia to the east.	
		GAZ:00007112	Midway Islands [GAZ:00007112]					A 6.2 km2 atoll located in the North Pacific Ocean (near the northwestern end of the Hawaiian archipelago). It is an unincorporated territory of the United States, designated an insular area under the authority of the US Department of the Interior.	
		GAZ:00003897	Moldova [GAZ:00003897]					A landlocked country in Eastern Europe, located between Romania to the west and Ukraine to the north, east and south. Moldova is divided into thirty-two districts (raioane, singular raion); three municipalities (Balti, Chisinau, Tighina); and two autonomous regions (Gagauzia and Transnistria). The cities of Comrat and Tiraspol also have municipality status, however not as first-tier subdivisions of Moldova, but as parts of the regions of Gagauzia and Transnistria, respectively. The status of Transnistria is however under dispute. Although it is de jure part of Moldova and is recognized as such by the international community, Transnistria is not de facto under the control of the central government of Moldova. It is administered by an unrecognized breakaway authority under the name Pridnestrovian Moldovan Republic.	
		GAZ:00003857	Monaco [GAZ:00003857]					A small country that is completely bordered by France to the north, west, and south; to the east it is bordered by the Mediterranean Sea. It consists of a single municipality (commune) currently divided into 4 quartiers and 10 wards.	
		GAZ:00008744	Mongolia [GAZ:00008744]					A country in East-Central Asia. The landlocked country borders Russia to the north and China to the south. The capital and largest city is Ulan Bator. Mongolia is divided into 21 aimags (provinces), which are in turn divided into 315 sums (districts). The capital Ulan Bator is administrated separately as a khot (municipality) with provincial status.	
		GAZ:00006898	Montenegro [GAZ:00006898]					A country located in Southeastern Europe. It has a coast on the Adriatic Sea to the south and borders Croatia to the west, Bosnia and Herzegovina to the northwest, Serbia and its partially recognized breakaway southern province of Kosovo to the northeast and Albania to the southeast. Its capital and largest city is Podgorica. Montenegro is divided into twenty-one municipalities (opstina), and two urban municipalities, subdivisions of Podgorica municipality.	
		GAZ:00003988	Montserrat [GAZ:00003988]					A British overseas territory located in the Leeward Islands. Montserrat is divided into three parishes.	
		GAZ:00000565	Morocco [GAZ:00000565]					A country in North Africa. It has a coast on the Atlantic Ocean that reaches past the Strait of Gibraltar into the Mediterranean Sea. Morocco has international borders with Algeria to the east, Spain to the north (a water border through the Strait and land borders with two small Spanish autonomous cities, Ceuta and Melilla), and Mauritania to the south. Morocco is divided into 16 regions, and subdivided into 62 prefectures and provinces. Because of the conflict over Western Sahara, the status of both regions of "Saguia el-Hamra" and "Rio de Oro" is disputed.	
		GAZ:00001100	Mozambique [GAZ:00001100]					A country in southeastern Africa bordered by the Indian Ocean to the east, Tanzania to the north, Malawi and Zambia to the northwest, Zimbabwe to the west and Swaziland and South Africa to the southwest. Mozambique is divided into ten provinces (provincias) and one capital city (cidade capital) with provincial status. The provinces are subdivided into 129 districts (distritos). Districts are further divided in "Postos Administrativos" (Administrative Posts) and these in Localidades (Localities) the lowest geographical level of central state administration.	
		GAZ:00006899	Myanmar [GAZ:00006899]					A country in SE Asia that is bordered by China on the north, Laos on the east, Thailand on the southeast, Bangladesh on the west, and India on the northwest, with the Bay of Bengal to the southwest. Myanmar is divided into seven states and seven divisions. The administrative divisions are further subdivided into districts, which are further subdivided into townships, wards, and villages.	
		GAZ:00001096	Namibia [GAZ:00001096]					A country in southern Africa on the Atlantic coast. It shares borders with Angola and Zambia to the north, Botswana to the east, and South Africa to the south. Namibia is divided into 13 regions and subdivided into 102 constituencies.	
		GAZ:00006900	Nauru [GAZ:00006900]					An island nation in the Micronesian South Pacific. The nearest neighbour is Banaba Island in the Republic of Kiribati, 300 km due east. Nauru is divided into fourteen administrative districts which are grouped into eight electoral constituencies.	
		GAZ:00007119	Navassa Island [GAZ:00007119]					A small, uninhabited island in the Caribbean Sea, and is an unorganized unincorporated territory of the United States, which administers it through the US Fish and Wildlife Service. The island is also claimed by Haiti.	
		GAZ:00004399	Nepal [GAZ:00004399]					A landlocked nation in South Asia. It is bordered by the Tibet Autonomous Region of the People's Republic of China to the northeast and India to the south and west; it is separated from Bhutan by the Indian State of Sikkim and from Bangladesh by a small strip of the Indian State of West Bengal, known as the "Chicken's Neck". The Himalaya mountain range runs across Nepal's north and western parts, and eight of the world's ten highest mountains, including the highest, Mount Everest are situated within its territory. Nepal is divided into 14 zones and 75 districts, grouped into 5 development regions.	
		GAZ:00002946	Netherlands [GAZ:00002946]					The European part of the Kingdom of the Netherlands. It is bordered by the North Sea to the north and west, Belgium to the south, and Germany to the east. The Netherlands is divided into twelve administrative regions, called provinces. All provinces of the Netherlands are divided into municipalities (gemeenten), together 443 (2007).	
		GAZ:00005206	New Caledonia [GAZ:00005206]					A "sui generis collectivity" (in practice an overseas territory) of France, made up of a main island (Grande Terre), the Loyalty Islands, and several smaller islands. It is located in the region of Melanesia in the southwest Pacific. Administratively, the archipelago is divided into three provinces, and then into 33 communes.	
		GAZ:00000469	New Zealand [GAZ:00000469]					A nation in the south-western Pacific Ocean comprising two large islands (the North Island and the South Island) and numerous smaller islands, most notably Stewart Island/Rakiura and the Chatham Islands.	
		GAZ:00002978	Nicaragua [GAZ:00002978]					A republic in Central America. It is also the least densely populated with a demographic similar in size to its smaller neighbors. The country is bordered by Honduras to the north and by Costa Rica to the south. The Pacific Ocean lies to the west of the country, while the Caribbean Sea lies to the east. For administrative purposes it is divided into 15 departments (departamentos) and two self-governing regions (autonomous communities) based on the Spanish model. The departments are then subdivided into 153 municipios (municipalities). The two autonomous regions are Region Autonoma del Atlantico Norte and Region Autonoma del Atlantico Sur, often referred to as RAAN and RAAS, respectively. Until they were granted autonomy in 1985 they formed the single department of Zelaya.	
		GAZ:00000585	Niger [GAZ:00000585]					A landlocked country in Western Africa, named after the Niger River. It borders Nigeria and Benin to the south, Burkina Faso and Mali to the west, Algeria and Libya to the north and Chad to the east. The capital city is Niamey. Niger is divided into 7 departments and one capital district. The departments are subdivided into 36 arrondissements and further subdivided into 129 communes.	
		GAZ:00000912	Nigeria [GAZ:00000912]					A federal constitutional republic comprising thirty-six states and one Federal Capital Territory. The country is located in West Africa and shares land borders with the Republic of Benin in the west, Chad and Cameroon in the east, and Niger in the north. Its coast lies on the Gulf of Guinea, part of the Atlantic Ocean, in the south. The capital city is Abuja. Nigeria is divided into thirty-six states and one Federal Capital Territory, which are further sub-divided into 774 Local Government Areas (LGAs).	
		GAZ:00006902	Niue [GAZ:00006902]					An island nation located in the South Pacific Ocean. Although self-governing, Niue is in free association with New Zealand, meaning that the Sovereign in Right of New Zealand is also Niue's head of state.	
		GAZ:00005908	Norfolk Island [GAZ:00005908]					A Territory of Australia that includes Norfolk Island and neighboring islands.	
		GAZ:00002801	North Korea [GAZ:00002801]					A state in East Asia in the northern half of the Korean Peninsula, with its capital in the city of Pyongyang. To the south and separated by the Korean Demilitarized Zone is South Korea, with which it formed one nation until division following World War II. At its northern Amnok River border are China and, separated by the Tumen River in the extreme north-east, Russia.	
		GAZ:00006895	North Macedonia [GAZ:00006895]					A landlocked country on the Balkan peninsula in southeastern Europe. It is bordered by Serbia and Kosovo to the north, Albania to the west, Greece to the south, and Bulgaria to the east. In 2004-08, the Republic of Macedonia was reorganised into 85 municipalities (opstini; singular opstina), 10 of which comprise Greater Skopje. This is reduced from the previous 123 municipalities established in 1996-09. Prior to this, local government was organised into 34 administrative districts.	
		GAZ:00002284	North Sea [GAZ:00002284]					A sea situated between the eastern coasts of the British Isles and the western coast of Europe.	
		GAZ:00003958	Northern Mariana Islands [GAZ:00003958]					A group of 15 islands about three-quarters of the way from Hawaii to the Philippines.	
		GAZ:00002699	Norway [GAZ:00002699]					A country and constitutional monarchy in Northern Europe that occupies the western portion of the Scandinavian Peninsula. It is bordered by Sweden, Finland, and Russia. The Kingdom of Norway also includes the Arctic island territories of Svalbard and Jan Mayen. Norwegian sovereignty over Svalbard is based upon the Svalbard Treaty, but that treaty does not apply to Jan Mayen. Bouvet Island in the South Atlantic Ocean and Peter I Island and Queen Maud Land in Antarctica are external dependencies, but those three entities do not form part of the kingdom.	
		GAZ:00005283	Oman [GAZ:00005283]					A country in southwest Asia, on the southeast coast of the Arabian Peninsula. It borders the United Arab Emirates on the northwest, Saudi Arabia on the west, and Yemen on the southwest. The coast is formed by the Arabian Sea on the south and east, and the Gulf of Oman on the northeast. The country also contains Madha, an exclave enclosed by the United Arab Emirates, and Musandam, an exclave also separated by Emirati territory. Oman is divided into four governorates (muhafazah) and five regions (mintaqat). The regions are subdivided into provinces (wilayat).	
		GAZ:00005246	Pakistan [GAZ:00005246]					A country in Middle East which lies on the Iranian Plateau and some parts of South Asia. It is located in the region where South Asia converges with Central Asia and the Middle East. It has a 1,046 km coastline along the Arabian Sea in the south, and is bordered by Afghanistan and Iran in the west, India in the east and China in the far northeast. Pakistan is subdivided into four provinces and two territories. In addition, the portion of Kashmir that is administered by the Pakistani government is divided into two separate administrative units. The provinces are divided into a total of 105 zillas (districts). A zilla is further subdivided into tehsils (roughly equivalent to counties). Tehsils may contain villages or municipalities. There are over five thousand local governments in Pakistan.	
		GAZ:00006905	Palau [GAZ:00006905]					A nation that consists of eight principal islands and more than 250 smaller ones lying roughly 500 miles southeast of the Philippines.	
		GAZ:00002892	Panama [GAZ:00002892]					The southernmost country of Central America. Situated on an isthmus, some categorize it as a transcontinental nation connecting the north and south part of America. It borders Costa Rica to the north-west, Colombia to the south-east, the Caribbean Sea to the north and the Pacific Ocean to the south. Panama's major divisions are nine provinces and five indigenous territories (comarcas indigenas). The provincial borders have not changed since they were determined at independence in 1903. The provinces are divided into districts, which in turn are subdivided into sections called corregimientos. Configurations of the corregimientos are changed periodically to accommodate population changes as revealed in the census reports.	
		GAZ:00003922	Papua New Guinea [GAZ:00003922]					A country in Oceania that comprises the eastern half of the island of New Guinea and its offshore islands in Melanesia (a region of the southwestern Pacific Ocean north of Australia).	
		GAZ:00010832	Paracel Islands [GAZ:00010832]					A group of small islands and reefs in the South China Sea, about one-third of the way from Vietnam to the Philippines.	
		GAZ:00002933	Paraguay [GAZ:00002933]					A landlocked country in South America. It lies on both banks of the Paraguay River, bordering Argentina to the south and southwest, Brazil to the east and northeast, and Bolivia to the northwest, and is located in the very heart of South America. Paraguay consists of seventeen departments and one capital district (distrito capital). Each department is divided into districts.	
		GAZ:00002932	Peru [GAZ:00002932]					A country in western South America. It is bordered on the north by Ecuador and Colombia, on the east by Brazil, on the southeast by Bolivia, on the south by Chile, and on the west by the Pacific Ocean. Peru is divided into 25 regions and the province of Lima. These regions are subdivided into provinces, which are composed of districts (provincias and distritos). There are 195 provinces and 1833 districts in Peru. The Lima Province, located in the central coast of the country, is unique in that it doesn't belong to any of the twenty-five regions. The city of Lima, which is the nation's capital, is located in this province. Callao is its own region, even though it only contains one province, the Constitutional Province of Callao.	
		GAZ:00004525	Philippines [GAZ:00004525]					An archipelagic nation located in Southeast Asia. The Philippine archipelago comprises 7,107 islands in the western Pacific Ocean, bordering countries such as Indonesia, Malaysia, Palau and the Republic of China, although it is the only Southeast Asian country to share no land borders with its neighbors. The Philippines is divided into three island groups: Luzon, Visayas, and Mindanao. These are divided into 17 regions, 81 provinces, 136 cities, 1,494 municipalities and 41,995 barangays.	
		GAZ:00005867	Pitcairn Islands [GAZ:00005867]					A group of four islands in the southern Pacific Ocean. The Pitcairn Islands form the southeasternmost extension of the geological archipelago of the Tuamotus of French Polynesia.	
		GAZ:00002939	Poland [GAZ:00002939]					A country in Central Europe. Poland is bordered by Germany to the west; the Czech Republic and Slovakia to the south; Ukraine, Belarus and Lithuania to the east; and the Baltic Sea and Kaliningrad Oblast, a Russian exclave, to the north. The administrative division of Poland since 1999 has been based on three levels of subdivision. The territory of Poland is divided into voivodeships (provinces); these are further divided into powiats (counties), and these in turn are divided into gminas (communes or municipalities). Major cities normally have the status of both gmina and powiat. Poland currently has 16 voivodeships, 379 powiats (including 65 cities with powiat status), and 2,478 gminas.	
		GAZ:00004126	Portugal [GAZ:00004126]					That part of the Portugese Republic that occupies the W part of the Iberian Peninsula, and immediately adjacent islands.	
		GAZ:00006935	Puerto Rico [GAZ:00006935]					A semi-autonomous territory composed of an archipelago in the northeastern Caribbean, east of the Dominican Republic and west of the Virgin Islands, approximately 2,000 km off the coast of Florida (the nearest of the mainland United States).	
		GAZ:00005286	Qatar [GAZ:00005286]					An Arab emirate in Southwest Asia, occupying the small Qatar Peninsula on the northeasterly coast of the larger Arabian Peninsula. It is bordered by Saudi Arabia to the south; otherwise the Persian Gulf surrounds the state. Qatar is divided into ten municipalities (Arabic: baladiyah), which are further divided into zones (districts).	
		GAZ:00001088	Republic of the Congo [GAZ:00001088]					A country in Central Africa. It is bordered by Gabon, Cameroon, the Central African Republic, the Democratic Republic of the Congo, the Angolan exclave province of Cabinda, and the Gulf of Guinea. The Republic of the Congo is divided into 10 regions (regions) and one commune, the capital Brazzaville. The regions are subdivided into forty-six districts.	
		GAZ:00003945	Reunion [GAZ:00003945]					An island, located in the Indian Ocean east of Madagascar, about 200 km south west of Mauritius, the nearest island.	
		GAZ:00002951	Romania [GAZ:00002951]					A country in Southeastern Europe. It shares a border with Hungary and Serbia to the west, Ukraine and the Republic of Moldova to the northeast, and Bulgaria to the south. Romania has a stretch of sea coast along the Black Sea. It is located roughly in the lower basin of the Danube and almost all of the Danube Delta is located within its territory. Romania is divided into forty-one counties (judete), as well as the municipality of Bucharest (Bucuresti) - which is its own administrative unit. The country is further subdivided into 319 cities and 2686 communes (rural localities).	
		GAZ:00023304	Ross Sea [GAZ:00023304]					A large embayment of the Southern Ocean, extending deeply into Antarctica between Cape Adare, at 170degE, on the west and Cape Colbeck on the east, at 158degW.	
		GAZ:00002721	Russia [GAZ:00002721]					A transcontinental country extending over much of northern Eurasia. Russia shares land borders with the following countries (counter-clockwise from northwest to southeast): Norway, Finland, Estonia, Latvia, Lithuania (Kaliningrad Oblast), Poland (Kaliningrad Oblast), Belarus, Ukraine, Georgia, Azerbaijan, Kazakhstan, China, Mongolia and North Korea. The Russian Federation comprises 83 federal subjectsm 46 oblasts(provinces), 21 republics, 9 krais (territories), 4 autonomous okrugs (autonomous districts), one autonomous oblast, and two federal cities. The federal subjects are grouped into seven federal districts. These subjects are divided into districts (raions), cities/towns and urban-type settlements, and, at level 4, selsovets (rural councils), towns and urban-type settlements under the jurisdiction of the district and city districts.	
		GAZ:00001087	Rwanda [GAZ:00001087]					A small landlocked country in the Great Lakes region of east-central Africa, bordered by Uganda, Burundi, the Democratic Republic of the Congo and Tanzania. Rwanda is divided into five provinces (intara) and subdivided into thirty districts (akarere). The districts are divided into sectors (imirenge).	
		GAZ:00000849	Saint Helena [GAZ:00000849]					An island of volcanic origin and a British overseas territory in the South Atlantic Ocean.	
		GAZ:00006906	Saint Kitts and Nevis [GAZ:00006906]					A federal two-island nation in the West Indies. Located in the Leeward Islands. Saint Kitts and Nevis are geographically part of the Leeward Islands. To the north-northwest lie the islands of Saint Eustatius, Saba, Saint Barthelemy, and Saint-Martin/Sint Maarten. To the east and northeast are Antigua and Barbuda, and to the southeast is the small uninhabited island of Redonda, and the island of Montserrat. The federation of Saint Kitts and Nevis is divided into fourteen parishes: nine divisions on Saint Kitts and five on Nevis.	
		GAZ:00006909	Saint Lucia [GAZ:00006909]					An island nation in the eastern Caribbean Sea on the boundary with the Atlantic Ocean.	
		GAZ:00003942	Saint Pierre and Miquelon [GAZ:00003942]					An Overseas Collectivity of France located in a group of small islands in the North Atlantic Ocean, the main ones being Saint Pierre and Miquelon, 25 km off the coast of Newfoundland, Canada. Saint Pierre and Miquelon became an overseas department in 1976, but its status changed to that of an Overseas collectivity in 1985.	
		GAZ:00005841	Saint Martin [GAZ:00005841]					An overseas collectivity of France that came into being on 2007-02-22, encompassing the northern parts of the island of Saint Martin and neighboring islets. The southern part of the island, Sint Maarten, is part of the Netherlands Antilles. Formerly, with Saint-Barthelemy, an arrondissement of Guadeloupe.	
		GAZ:02000565	Saint Vincent and the Grenadines [GAZ:02000565]					An island nation in the Lesser Antilles chain of the Caribbean Sea.	
		GAZ:00006910	Samoa [GAZ:00006910]					A country governing the western part of the Samoan Islands archipelago in the South Pacific Ocean. Samoa is made up of eleven itumalo (political districts).	
		GAZ:00003102	San Marino [GAZ:00003102]					A country in the Apennine Mountains. It is a landlocked enclave, completely surrounded by Italy. San Marino is an enclave in Italy, on the border between the regioni of Emilia Romagna and Marche. Its topography is dominated by the Apennines mountain range. San Marino is divided into nine municipalities, known locally as Castelli (singular castello).	
		GAZ:00006927	Sao Tome and Principe [GAZ:00006927]					An island nation in the Gulf of Guinea, off the western equatorial coast of Africa. It consists of two islands: Sao Tome and Principe, located about 140 km apart and about 250 and 225 km respectively, off of the northwestern coast of Gabon. Both islands are part of an extinct volcanic mountain range. Sao Tome and Principe is divided into 2 provinces: Principe, Sao Tome. The provinces are further divided into seven districts, six on Sao Tome and one on Principe (with Principe having self-government since 1995-04-29).	
		GAZ:00005279	Saudi Arabia [GAZ:00005279]					A country on the Arabian Peninsula. It is bordered by Jordan on the northwest, Iraq on the north and northeast, Kuwait, Qatar, Bahrain, and the United Arab Emirates on the east, Oman on the southeast, and Yemen on the south. The Persian Gulf lies to the northeast and the Red Sea to its west. Saudi Arabia is divided into 13 provinces or regions (manatiq; singular mintaqah). Each is then divided into Governorates.	
		GAZ:00000913	Senegal [GAZ:00000913]					A country south of the Senegal River in western Africa. Senegal is bounded by the Atlantic Ocean to the west, Mauritania to the north, Mali to the east, and Guinea and Guinea-Bissau to the south. The Gambia lies almost entirely within Senegal, surrounded on the north, east and south; from its western coast Gambia's territory follows the Gambia River more than 300 km inland. Dakar is the capital city of Senegal, located on the Cape Verde Peninsula on the country's Atlantic coast. Senegal is subdivided into 11 regions and further subdivided into 34 Departements, 103 Arrondissements (neither of which have administrative function) and by Collectivites Locales.	
		GAZ:00002957	Serbia [GAZ:00002957]					A landlocked country in Central and Southeastern Europe, covering the southern part of the Pannonian Plain and the central part of the Balkan Peninsula. It is bordered by Hungary to the north; Romania and Bulgaria to the east; Republic of Macedonia, Montenegro to the south; Croatia and Bosnia and Herzegovina to the west. The capital is Belgrade. Serbia is divided into 29 districts plus the City of Belgrade. The districts and the city of Belgrade are further divided into municipalities. Serbia has two autonomous provinces: Kosovo and Metohija in the south (5 districts, 30 municipalities), and Vojvodina in the north (7 districts, 46 municipalities).	
		GAZ:00006922	Seychelles [GAZ:00006922]					An archipelagic island country in the Indian Ocean at the eastern edge of the Somali Sea. It consists of 115 islands.	
		GAZ:00000914	Sierra Leone [GAZ:00000914]					A country in West Africa. It is bordered by Guinea in the north and east, Liberia in the southeast, and the Atlantic Ocean in the southwest and west. The Republic of Sierra Leone is composed of 3 provinces and one area called the Western Area; the provinces are further divided into 12 districts. The Western Area is also divided into 2 districts.	
		GAZ:00003923	Singapore [GAZ:00003923]					An island nation located at the southern tip of the Malay Peninsula. It lies 137 km north of the Equator, south of the Malaysian State of Johor and north of Indonesia's Riau Islands. Singapore consists of 63 islands, including mainland Singapore. There are two man-made connections to Johor, Malaysia, Johor-Singapore Causeway in the north, and Tuas Second Link in the west. Since 2001-11-24, Singapore has had an administrative subdivision into 5 districts. It is also divided into five Regions, urban planning subdivisions with no administrative role.	
		GAZ:00012579	Sint Maarten [GAZ:00012579]					One of five island areas (Eilandgebieden) of the Netherlands Antilles, encompassing the southern half of the island of Saint Martin/Sint Maarten.	
		GAZ:00002956	Slovakia [GAZ:00002956]					A landlocked country in Central Europe. The Slovak Republic borders the Czech Republic and Austria to the west, Poland to the north, Ukraine to the east and Hungary to the south. The largest city is its capital, Bratislava. Slovakia is subdivided into 8 kraje (singular - kraj, usually translated as regions. The kraje are subdivided into many okresy (singular okres, usually translated as districts). Slovakia currently has 79 districts.	
		GAZ:00002955	Slovenia [GAZ:00002955]					A country in southern Central Europe bordering Italy to the west, the Adriatic Sea to the southwest, Croatia to the south and east, Hungary to the northeast, and Austria to the north. The capital of Slovenia is Ljubljana. As of 2005-05 Slovenia is divided into 12 statistical regions for legal and statistical purposes. Slovenia is divided into 210 local municipalities, eleven of which have urban status.	
		GAZ:00005275	Solomon Islands [GAZ:00005275]					A nation in Melanesia, east of Papua New Guinea, consisting of nearly one thousand islands. Together they cover a land mass of 28,400 km2. The capital is Honiara, located on the island of Guadalcanal.	
		GAZ:00001104	Somalia [GAZ:00001104]					A country located in the Horn of Africa. It is bordered by Djibouti to the northwest, Kenya on its southwest, the Gulf of Aden with Yemen on its north, the Indian Ocean at its east, and Ethiopia to the west. Prior to the civil war, Somalia was divided into eighteen regions (gobollada, singular gobol), which were in turn subdivided into districts. On a de facto basis, northern Somalia is now divided up among the quasi-independent states of Puntland, Somaliland, Galmudug and Maakhir.	
		GAZ:00001094	South Africa [GAZ:00001094]					A country located at the southern tip of Africa. It borders the Atlantic and Indian oceans and Namibia, Botswana, Zimbabwe, Mozambique, Swaziland, and Lesotho, an independent enclave surrounded by South African territory. It is divided into nine provinces which are further subdivided into 52 districts: 6 metropolitan and 46 district municipalities. The 46 district municipalities are further subdivided into 231 local municipalities. The district municipalities also contain 20 district management areas (mostly game parks) that are directly governed by the district municipalities. The six metropolitan municipalities perform the functions of both district and local municipalities.	
