Ontology ID	Meaning (LinkML)	parent class	label	datatype	source	data status	requirement	min value	max value	capitalize	pattern	description	guidance	examples	EXPORT_GISAID	EXPORT_CNPHI	EXPORT_NML_LIMS	EXPORT_BIOSAMPLE	EXPORT_VirusSeq_Portal
PR:000050278		orf1ab (rep)	   nsp9 															   nsp9 	
PR:000050279		orf1ab (rep)	   nsp10 															   nsp10 	
PR:000050284		orf1ab (rep)	   RdRp gene (nsp12)															   nsp12 (RdRp)	
PR:000050285		orf1ab (rep)	   hel gene (nsp13)															   nsp13 (Hel)	
PR:000050286		orf1ab (rep)	   exoN gene (nsp14)															   nsp14 (ExoN)	
PR:000050287		orf1ab (rep)	   nsp15															   nsp15	
PR:000050288		orf1ab (rep)	   nsp16															   nsp16	
PR:P0DTC3		gene name 1	orf3a															orf3a	
PR NTR		gene name 1	orf3b															orf3b	
PR:P0DTC6		gene name 1	orf6 (ns6)															orf6 (ns6)	
PR:P0DTC7		gene name 1	orf7a															orf7a	
PR:P0DTD8		gene name 1	orf7b (ns7b)															orf7b (ns7b)	
PR:P0DTC8		gene name 1	orf8 (ns8)															orf8 (ns8)	
PR:P0DTD2		gene name 1	orf9b															orf9b	
PR NTR?		gene name 1	orf9c															orf9c	
PR:A0A663DJA2		gene name 1	orf10															orf10	
PR NTR?		gene name 1	orf14															orf14	
		gene name 1	SARS-COV-2 5' UTR																
																			
																			
		sequence submitted by	Alberta Precision Labs (APL)																
		Alberta Precision Labs (APL)	Alberta ProvLab North (APLN)																
		Alberta Precision Labs (APL)	Alberta ProvLab South (APLS)																
		sequence submitted by	BCCDC Public Health Laboratory																
		sequence submitted by	Canadore College																
		sequence submitted by	The Centre for Applied Genomics (TCAG)																
		sequence submitted by	Dynacare																
		sequence submitted by	Dynacare (Brampton)																
		sequence submitted by	Dynacare (Manitoba)																
		sequence submitted by	The Hospital for Sick Children (SickKids)																
		sequence submitted by	Laboratoire de santé publique du Québec (LSPQ)																
		sequence submitted by	Manitoba Cadham Provincial Laboratory																
		sequence submitted by	McMaster University																
		sequence submitted by	McGill University																
		sequence submitted by	National Microbiology Laboratory (NML)																
		sequence submitted by	New Brunswick - Vitalité Health Network																
		sequence submitted by	Newfoundland and Labrador - Eastern Health																
		sequence submitted by	Nova Scotia Health Authority																
		sequence submitted by	Ontario Institute for Cancer Research (OICR)																
		sequence submitted by	Prince Edward Island - Health PEI																
		sequence submitted by	Public Health Ontario (PHO)																
		sequence submitted by	Saskatchewan - Roy Romanow Provincial Laboratory (RRPL)																
		sequence submitted by	Sunnybrook Health Sciences Centre																
		sequence submitted by	Thunder Bay Regional Health Sciences Centre																
		sequence submitted by	Queen's University / Kingston Health Sciences Centre																
																			
																			
		 sample collected by	Alberta Precision Labs (APL)																
		Alberta Precision Labs (APL)	Alberta ProvLab North (APLN)																
		Alberta Precision Labs (APL)	Alberta ProvLab South (APLS)																
		 sample collected by	BCCDC Public Health Laboratory																
		 sample collected by	Dynacare																
		 sample collected by	Dynacare (Manitoba)																
		 sample collected by	Dynacare (Brampton)																
		 sample collected by	Eastern Ontario Regional Laboratory Association																
		 sample collected by	Hamilton Health Sciences																
		 sample collected by	The Hospital for Sick Children (SickKids)																
		 sample collected by	Laboratoire de santé publique du Québec (LSPQ)																
		 sample collected by	Lake of the Woods District Hospital - Ontario																
		 sample collected by	Manitoba Cadham Provincial Laboratory																
		 sample collected by	McMaster University																
		 sample collected by	Mount Sinai Hospital																
		 sample collected by	National Microbiology Laboratory (NML)																
		 sample collected by	New Brunswick - Vitalité Health Network																
		 sample collected by	Newfoundland and Labrador - Eastern Health																
		 sample collected by	Nova Scotia Health Authority																
		 sample collected by	Nunuvut																
		 sample collected by	Ontario Institute for Cancer Research (OICR)																
		 sample collected by	Prince Edward Island - Health PEI																
		 sample collected by	Public Health Ontario (PHO)																
		 sample collected by	Queen's University / Kingston Health Sciences Centre																
		 sample collected by	Saskatchewan - Roy Romanow Provincial Laboratory (RRPL)																
		 sample collected by	St. John's Rehab at Sunnybrook Hospital																
		 sample collected by	Sunnybrook Health Sciences Centre																
		 sample collected by	Unity Health Toronto																
		 sample collected by	William Osler Health System																
																			
																			
GAZ:00006882		geo_loc_name (country)	Afghanistan																
GAZ:00002953		geo_loc_name (country)	Albania																
GAZ:00000563		geo_loc_name (country)	Algeria																
GAZ:00003957		geo_loc_name (country)	American Samoa																
GAZ:00002948		geo_loc_name (country)	Andorra																
GAZ:00001095		geo_loc_name (country)	Angola																
GAZ:00009159		geo_loc_name (country)	Anguilla																
GAZ:00000462		geo_loc_name (country)	Antarctica																
GAZ:00006883		geo_loc_name (country)	Antigua and Barbuda																
GAZ:00002928		geo_loc_name (country)	Argentina																
GAZ:00004094		geo_loc_name (country)	Armenia																
GAZ:00004025		geo_loc_name (country)	Aruba																
GAZ:00005901		geo_loc_name (country)	Ashmore and Cartier Islands																
GAZ:00000463		geo_loc_name (country)	Australia																
GAZ:00002942		geo_loc_name (country)	Austria																
GAZ:00004941		geo_loc_name (country)	Azerbaijan																
GAZ:00002733		geo_loc_name (country)	Bahamas																
GAZ:00005281		geo_loc_name (country)	Bahrain																
GAZ:00007117		geo_loc_name (country)	Baker Island																
GAZ:00003750		geo_loc_name (country)	Bangladesh																
GAZ:00001251		geo_loc_name (country)	Barbados																
GAZ:00005810		geo_loc_name (country)	Bassas da India																
GAZ:00006886		geo_loc_name (country)	Belarus																
GAZ:00002938		geo_loc_name (country)	Belgium																
GAZ:00002934		geo_loc_name (country)	Belize																
GAZ:00000904		geo_loc_name (country)	Benin																
GAZ:00001264		geo_loc_name (country)	Bermuda																
GAZ:00003920		geo_loc_name (country)	Bhutan																
GAZ:00002511		geo_loc_name (country)	Bolivia																
GAZ:00025355		geo_loc_name (country)	Borneo																
GAZ:00006887		geo_loc_name (country)	Bosnia and Herzegovina																
GAZ:00001097		geo_loc_name (country)	Botswana																
GAZ:00001453		geo_loc_name (country)	Bouvet Island																
GAZ:00002828		geo_loc_name (country)	Brazil																
GAZ:00003961		geo_loc_name (country)	British Virgin Islands																
GAZ:00003901		geo_loc_name (country)	Brunei																
GAZ:00002950		geo_loc_name (country)	Bulgaria																
GAZ:00000905		geo_loc_name (country)	Burkina Faso																
GAZ:00001090		geo_loc_name (country)	Burundi																
GAZ:00006888		geo_loc_name (country)	Cambodia																
GAZ:00001093		geo_loc_name (country)	Cameroon																
GAZ:00002560		geo_loc_name (country)	Canada																
GAZ:00001227		geo_loc_name (country)	Cape Verde																
GAZ:00003986		geo_loc_name (country)	Cayman Islands																
GAZ:00001089		geo_loc_name (country)	Central African Republic																
GAZ:00000586		geo_loc_name (country)	Chad																
GAZ:00002825		geo_loc_name (country)	Chile																
GAZ:00002845		geo_loc_name (country)	China																
GAZ:00005915		geo_loc_name (country)	Christmas Island																
GAZ:00005838		geo_loc_name (country)	Clipperton Island																
GAZ:00009721		geo_loc_name (country)	Cocos Islands																
GAZ:00002929		geo_loc_name (country)	Colombia																
GAZ:00005820		geo_loc_name (country)	Comoros																
GAZ:00053798		geo_loc_name (country)	Cook Islands																
GAZ:00005917		geo_loc_name (country)	Coral Sea Islands																
GAZ:00002901		geo_loc_name (country)	Costa Rica																
GAZ:00000906		geo_loc_name (country)	Cote d'Ivoire																
GAZ:00002719		geo_loc_name (country)	Croatia																
GAZ:00003762		geo_loc_name (country)	Cuba																
GAZ:00012582		geo_loc_name (country)	Curacao																
GAZ:00004006		geo_loc_name (country)	Cyprus																
GAZ:00002954		geo_loc_name (country)	Czech Republic																
GAZ:00001086		geo_loc_name (country)	Democratic Republic of the Congo																
GAZ:00005852		geo_loc_name (country)	Denmark																
GAZ:00000582		geo_loc_name (country)	Djibouti																
GAZ:00006890		geo_loc_name (country)	Dominica																
GAZ:00003952		geo_loc_name (country)	Dominican Republic																
GAZ:00002912		geo_loc_name (country)	Ecuador																
GAZ:00003934		geo_loc_name (country)	Egypt																
GAZ:00002935		geo_loc_name (country)	El Salvador																
GAZ:00001091		geo_loc_name (country)	Equatorial Guinea																
GAZ:00000581		geo_loc_name (country)	Eritrea																
GAZ:00002959		geo_loc_name (country)	Estonia																
GAZ:00001099		geo_loc_name (country)	Eswatini																
GAZ:00000567		geo_loc_name (country)	Ethiopia																
GAZ:00005811		geo_loc_name (country)	Europa Island																
GAZ:00001412		geo_loc_name (country)	Falkland Islands (Islas Malvinas)																
GAZ:00059206		geo_loc_name (country)	Faroe Islands																
GAZ:00006891		geo_loc_name (country)	Fiji																
GAZ:00002937		geo_loc_name (country)	Finland																
GAZ:00003940		geo_loc_name (country)	France																
GAZ:00002516		geo_loc_name (country)	French Guiana																
GAZ:00002918		geo_loc_name (country)	French Polynesia																
GAZ:00003753		geo_loc_name (country)	French Southern and Antarctic Lands																
GAZ:00001092		geo_loc_name (country)	Gabon																
GAZ:00000907		geo_loc_name (country)	Gambia																
GAZ:00009571		geo_loc_name (country)	Gaza Strip																
GAZ:00004942		geo_loc_name (country)	Georgia																
GAZ:00002646		geo_loc_name (country)	Germany																
GAZ:00000908		geo_loc_name (country)	Ghana																
GAZ:00003987		geo_loc_name (country)	Gibraltar																
GAZ:00005808		geo_loc_name (country)	Glorioso Islands																
GAZ:00002945		geo_loc_name (country)	Greece																
GAZ:00001507		geo_loc_name (country)	Greenland																
GAZ:02000573		geo_loc_name (country)	Grenada																
GAZ:00067142		geo_loc_name (country)	Guadeloupe																
GAZ:00003706		geo_loc_name (country)	Guam																
GAZ:00002936		geo_loc_name (country)	Guatemala																
GAZ:00001550		geo_loc_name (country)	Guernsey																
GAZ:00000909		geo_loc_name (country)	Guinea																
GAZ:00000910		geo_loc_name (country)	Guinea-Bissau																
GAZ:00002522		geo_loc_name (country)	Guyana																
GAZ:00003953		geo_loc_name (country)	Haiti																
GAZ:00009718		geo_loc_name (country)	Heard Island and McDonald Islands																
GAZ:00002894		geo_loc_name (country)	Honduras																
GAZ:00003203		geo_loc_name (country)	Hong Kong																
GAZ:00007120		geo_loc_name (country)	Howland Island																
GAZ:00002952		geo_loc_name (country)	Hungary																
GAZ:00000843		geo_loc_name (country)	Iceland																
GAZ:00002839		geo_loc_name (country)	India																
GAZ:00003727		geo_loc_name (country)	Indonesia																
GAZ:00004474		geo_loc_name (country)	Iran																
GAZ:00004483		geo_loc_name (country)	Iraq																
GAZ:00002943		geo_loc_name (country)	Ireland																
GAZ:00052477		geo_loc_name (country)	Isle of Man																
GAZ:00002476		geo_loc_name (country)	Israel																
GAZ:00002650		geo_loc_name (country)	Italy																
GAZ:00003781		geo_loc_name (country)	Jamaica																
GAZ:00005853		geo_loc_name (country)	Jan Mayen																
GAZ:00002747		geo_loc_name (country)	Japan																
GAZ:00007118		geo_loc_name (country)	Jarvis Island																
GAZ:00001551		geo_loc_name (country)	Jersey																
GAZ:00007114		geo_loc_name (country)	Johnston Atoll																
GAZ:00002473		geo_loc_name (country)	Jordan																
GAZ:00005809		geo_loc_name (country)	Juan de Nova Island																
GAZ:00004999		geo_loc_name (country)	Kazakhstan																
GAZ:00001101		geo_loc_name (country)	Kenya																
GAZ:00005682		geo_loc_name (country)	Kerguelen Archipelago																
GAZ:00007116		geo_loc_name (country)	Kingman Reef																
GAZ:00006894		geo_loc_name (country)	Kiribati																
GAZ:00011337		geo_loc_name (country)	Kosovo																
GAZ:00005285		geo_loc_name (country)	Kuwait																
GAZ:00006893		geo_loc_name (country)	Kyrgyzstan																
GAZ:00006889		geo_loc_name (country)	Laos																
GAZ:00002958		geo_loc_name (country)	Latvia																
GAZ:00002478		geo_loc_name (country)	Lebanon																
GAZ:00001098		geo_loc_name (country)	Lesotho																
GAZ:00000911		geo_loc_name (country)	Liberia																
GAZ:00000566		geo_loc_name (country)	Libya																
GAZ:00003858		geo_loc_name (country)	Liechtenstein																
GAZ:00007144		geo_loc_name (country)	Line Islands																
GAZ:00002960		geo_loc_name (country)	Lithuania																
GAZ:00002947		geo_loc_name (country)	Luxembourg																
GAZ:00003202		geo_loc_name (country)	Macau																
GAZ:00001108		geo_loc_name (country)	Madagascar																
GAZ:00001105		geo_loc_name (country)	Malawi																
GAZ:00003902		geo_loc_name (country)	Malaysia																
GAZ:00006924		geo_loc_name (country)	Maldives																
GAZ:00000584		geo_loc_name (country)	Mali																
GAZ:00004017		geo_loc_name (country)	Malta																
GAZ:00007161		geo_loc_name (country)	Marshall Islands																
GAZ:00067143		geo_loc_name (country)	Martinique																
GAZ:00000583		geo_loc_name (country)	Mauritania																
GAZ:00003745		geo_loc_name (country)	Mauritius																
GAZ:00003943		geo_loc_name (country)	Mayotte																
GAZ:00002852		geo_loc_name (country)	Mexico																
GAZ:00005862		geo_loc_name (country)	Micronesia																
GAZ:00007112		geo_loc_name (country)	Midway Islands																
GAZ:00003897		geo_loc_name (country)	Moldova																
GAZ:00003857		geo_loc_name (country)	Monaco																
GAZ:00008744		geo_loc_name (country)	Mongolia																
GAZ:00006898		geo_loc_name (country)	Montenegro																
GAZ:00003988		geo_loc_name (country)	Montserrat																
GAZ:00000565		geo_loc_name (country)	Morocco																
GAZ:00001100		geo_loc_name (country)	Mozambique																
GAZ:00006899		geo_loc_name (country)	Myanmar																
GAZ:00001096		geo_loc_name (country)	Namibia																
GAZ:00006900		geo_loc_name (country)	Nauru																
GAZ:00007119		geo_loc_name (country)	Navassa Island																
GAZ:00004399		geo_loc_name (country)	Nepal																
GAZ:00002946		geo_loc_name (country)	Netherlands																
GAZ:00005206		geo_loc_name (country)	New Caledonia																
GAZ:00000469		geo_loc_name (country)	New Zealand																
GAZ:00002978		geo_loc_name (country)	Nicaragua																
GAZ:00000585		geo_loc_name (country)	Niger																
GAZ:00000912		geo_loc_name (country)	Nigeria																
GAZ:00006902		geo_loc_name (country)	Niue																
GAZ:00005908		geo_loc_name (country)	Norfolk Island																
GAZ:00002801		geo_loc_name (country)	North Korea																
GAZ:00006895		geo_loc_name (country)	North Macedonia																
GAZ:00002284		geo_loc_name (country)	North Sea																
GAZ:00003958		geo_loc_name (country)	Northern Mariana Islands																
GAZ:00002699		geo_loc_name (country)	Norway																
GAZ:00005283		geo_loc_name (country)	Oman																
GAZ:00005246		geo_loc_name (country)	Pakistan																
GAZ:00006905		geo_loc_name (country)	Palau																
GAZ:00002892		geo_loc_name (country)	Panama																
GAZ:00003922		geo_loc_name (country)	Papua New Guinea																
GAZ:00010832		geo_loc_name (country)	Paracel Islands																
GAZ:00002933		geo_loc_name (country)	Paraguay																
GAZ:00002932		geo_loc_name (country)	Peru																
GAZ:00004525		geo_loc_name (country)	Philippines																
GAZ:00005867		geo_loc_name (country)	Pitcairn Islands																
GAZ:00002939		geo_loc_name (country)	Poland																
GAZ:00004126		geo_loc_name (country)	Portugal																
GAZ:00006935		geo_loc_name (country)	Puerto Rico																
GAZ:00005286		geo_loc_name (country)	Qatar																
GAZ:00001088		geo_loc_name (country)	Republic of the Congo																
GAZ:00003945		geo_loc_name (country)	Reunion																
GAZ:00002951		geo_loc_name (country)	Romania																
GAZ:00023304		geo_loc_name (country)	Ross Sea																
GAZ:00002721		geo_loc_name (country)	Russia																
GAZ:00001087		geo_loc_name (country)	Rwanda																
GAZ:00000849		geo_loc_name (country)	Saint Helena																
GAZ:00006906		geo_loc_name (country)	Saint Kitts and Nevis																
GAZ:00006909		geo_loc_name (country)	Saint Lucia																
GAZ:00003942		geo_loc_name (country)	Saint Pierre and Miquelon																
GAZ:00005841		geo_loc_name (country)	Saint Martin																
GAZ:02000565		geo_loc_name (country)	Saint Vincent and the Grenadines																
GAZ:00006910		geo_loc_name (country)	Samoa																
GAZ:00003102		geo_loc_name (country)	San Marino																
GAZ:00006927		geo_loc_name (country)	Sao Tome and Principe																
GAZ:00005279		geo_loc_name (country)	Saudi Arabia																
GAZ:00000913		geo_loc_name (country)	Senegal																
GAZ:00002957		geo_loc_name (country)	Serbia																
GAZ:00006922		geo_loc_name (country)	Seychelles																
GAZ:00000914		geo_loc_name (country)	Sierra Leone																
GAZ:00003923		geo_loc_name (country)	Singapore																
GAZ:00012579		geo_loc_name (country)	Sint Maarten																
GAZ:00002956		geo_loc_name (country)	Slovakia																
GAZ:00002955		geo_loc_name (country)	Slovenia																
GAZ:00005275		geo_loc_name (country)	Solomon Islands																
GAZ:00001104		geo_loc_name (country)	Somalia																
GAZ:00001094		geo_loc_name (country)	South Africa																
GAZ:00003990		geo_loc_name (country)	South Georgia and the South Sandwich Islands																
GAZ:00002802		geo_loc_name (country)	South Korea																
GAZ:00233439		geo_loc_name (country)	South Sudan																
GAZ:00000591		geo_loc_name (country)	Spain																
GAZ:00010831		geo_loc_name (country)	Spratly Islands																
GAZ:00003924		geo_loc_name (country)	Sri Lanka																
GAZ:00002475		geo_loc_name (country)	State of Palestine																
GAZ:00000560		geo_loc_name (country)	Sudan																
GAZ:00002525		geo_loc_name (country)	Suriname																
GAZ:00005396		geo_loc_name (country)	Svalbard																
GAZ:00001099		geo_loc_name (country)	Swaziland																
GAZ:00002729		geo_loc_name (country)	Sweden																
GAZ:00002941		geo_loc_name (country)	Switzerland																
GAZ:00002474		geo_loc_name (country)	Syria																
GAZ:00005341		geo_loc_name (country)	Taiwan																
GAZ:00006912		geo_loc_name (country)	Tajikistan																
GAZ:00001103		geo_loc_name (country)	Tanzania																
GAZ:00003744		geo_loc_name (country)	Thailand																
GAZ:00006913		geo_loc_name (country)	Timor-Leste																
GAZ:00000915		geo_loc_name (country)	Togo																
GAZ:00260188		geo_loc_name (country)	Tokelau																
GAZ:00006916		geo_loc_name (country)	Tonga																
GAZ:00003767		geo_loc_name (country)	Trinidad and Tobago																
GAZ:00005812		geo_loc_name (country)	Tromelin Island																
GAZ:00000562		geo_loc_name (country)	Tunisia																
GAZ:00000558		geo_loc_name (country)	Turkey																
GAZ:00005018		geo_loc_name (country)	Turkmenistan																
GAZ:00003955		geo_loc_name (country)	Turks and Caicos Islands																
GAZ:00009715		geo_loc_name (country)	Tuvalu																
GAZ:00002459		geo_loc_name (country)	United States of America																
GAZ:00001102		geo_loc_name (country)	Uganda																
GAZ:00002724		geo_loc_name (country)	Ukraine																
GAZ:00005282		geo_loc_name (country)	United Arab Emirates																
GAZ:00002637		geo_loc_name (country)	United Kingdom																
GAZ:00002930		geo_loc_name (country)	Uruguay																
GAZ:00004979		geo_loc_name (country)	Uzbekistan																
GAZ:00006918		geo_loc_name (country)	Vanuatu																
GAZ:00002931		geo_loc_name (country)	Venezuela																
GAZ:00003756		geo_loc_name (country)	Viet Nam																
GAZ:00003959		geo_loc_name (country)	Virgin Islands																
GAZ:00007111		geo_loc_name (country)	Wake Island																
GAZ:00007191		geo_loc_name (country)	Wallis and Futuna																
GAZ:00009572		geo_loc_name (country)	West Bank																
GAZ:00000564		geo_loc_name (country)	Western Sahara																
GAZ:00005284		geo_loc_name (country)	Yemen																
GAZ:00001107		geo_loc_name (country)	Zambia																
GAZ:00001106		geo_loc_name (country)	Zimbabwe																
