Ontology ID	Subset	Meaning (LinkML)	parent class	label	datatype	source	data status	requirement	min value	max value	capitalize	description	guidance	examples	EXPORT_GISAID	EXPORT_NCBI_BIOSAMPLE	EXPORT_NCBI_SRA	EXPORT_NCBI_Genbank	EXPORT_NCBI_Genbank_source_modifiers
BTO:0002035	Covid-19		lab host	U251 cell line															
BTO:0001444	Covid-19		lab host	Vero cell line															
BTO:0004755	Covid-19		lab host	   Vero E6 cell line															
GENEPIO:0100044	Covid-19		lab host	      VeroE6/TMPRSS2 cell line															
																			
																			
MONDO:0100096	Covid-19		host disease	COVID-19															
																			
																			
GENEPIO:0100049	Covid-19		host age bin	0 - 9															
GENEPIO:0100050	Covid-19		host age bin	10 - 19															
GENEPIO:0100051	Covid-19		host age bin	20 - 29															
GENEPIO:0100052	Covid-19		host age bin	30 - 39															
GENEPIO:0100053	Covid-19		host age bin	40 - 49															
GENEPIO:0100054	Covid-19		host age bin	50 - 59															
GENEPIO:0100055	Covid-19		host age bin	60 - 69															
GENEPIO:0100056	Covid-19		host age bin	70 - 79															
GENEPIO:0100057	Covid-19		host age bin	80 - 89															
GENEPIO:0100058	Covid-19		host age bin	90 - 99															
GENEPIO:0100059	Covid-19		host age bin	100+															
																			
																			
NCIT:C46110	Covid-19		host gender	Female															
NCIT:C46109	Covid-19		host gender	Male															
GSSO:000132	Covid-19		host gender	Non-binary gender															
GSSO:004004	Covid-19		host gender	Transgender (Male to Female)															
GSSO:004005	Covid-19		host gender	Transgender (Female to Male)															
NCIT:C110959	Covid-19		host gender	Undeclared															
																			
																			
GENEPIO:0100237	Covid-19		exposure event	Mass Gathering															
GENEPIO:0100238	Covid-19		Mass Gathering	      Convention															
GENEPIO:0100239	Covid-19		Mass Gathering	      Convocation															
GENEPIO:0100240	Covid-19		Mass Gathering	      Agricultural Event															
GENEPIO:0100241	Covid-19		exposure event	Religious Gathering															
GENEPIO:0100242	Covid-19		Religious Gathering	      Mass															
PCO:0000033	Covid-19		exposure event	Social Gathering															
PCO:0000039	Covid-19		Social Gathering	      Baby Shower															
PCO:0000034	Covid-19		Social Gathering	      Community Event															
GENEPIO:0100243	Covid-19		Social Gathering	      Family Gathering															
GENEPIO:0100244	Covid-19		Family Gathering	            Family Reunion															
GENEPIO:0100245	Covid-19		Social Gathering	      Funeral															
PCO:0000035	Covid-19		Social Gathering	      Party															
PCO:0000037	Covid-19		Social Gathering	      Potluck															
PCO:0000038	Covid-19		Social Gathering	      Wedding															
			exposure event	Other exposure event															
																			
																			
			exposure contact level	Contact with infected individual															
TRANS:0000001	Covid-19		Contact with infected individual	      Direct contact (direct human-to-human contact)															
GENEPIO:0100246	Covid-19		Contact with infected individual	      Indirect contact															
GENEPIO:0100247	Covid-19		Indirect contact	           Close contact (face-to-face, no direct contact) 															
GENEPIO:0100248	Covid-19		Indirect contact	           Casual contact															
																			
																			
GENEPIO:0100249	Covid-19		host role	Attendee															
OMRSE:00000058	Covid-19		Attendee	      Student															
OMRSE:00000030	Covid-19		host role	Patient															
NCIT:C25182	Covid-19		Patient	      Inpatient															
NCIT:C28293	Covid-19		Patient	      Outpatient															
GENEPIO:0100250	Covid-19		host role	Passenger															
GENEPIO:0100251	Covid-19		host role	Resident															
GENEPIO:0100252	Covid-19		host role	Visitor															
GENEPIO:0100253	Covid-19		host role	Volunteer															
GENEPIO:0100254	Covid-19		host role	Work															
GENEPIO:0100255	Covid-19		Work	      Administrator															
GENEPIO:0100256	Covid-19		Work	      First Responder															
GENEPIO:0100257	Covid-19		First Responder	            Firefighter															
GENEPIO:0100258	Covid-19		First Responder	            Paramedic															
GENEPIO:0100259	Covid-19		First Responder	            Police Officer															
GENEPIO:0100260	Covid-19		Work	      Housekeeper															
GENEPIO:0100261	Covid-19		Work	      Kitchen Worker															
			Work	      Healthcare Worker															
GENEPIO:0100262	Covid-19		Work	            Laboratory Worker															
OMRSE:00000014	Covid-19		Work	            Nurse															
GENEPIO:0100263	Covid-19		Work	            Personal Care Aid															
GENEPIO:0100264	Covid-19		Work	            Pharmacist															
OMRSE:00000013	Covid-19		Work	            Physician															
			Work	      Rotational Worker															
			Work	      Seasonal Worker															
GENEPIO:0100265	Covid-19		Work	      Veterinarian															
OMRSE:00000001	Covid-19		host role	Social role															
GENEPIO:0100266	Covid-19		Social role	      Acquaintance of case															
GENEPIO:0100267	Covid-19		Social role	      Relative of case															
GENEPIO:0100268	Covid-19		Relative of case	            Child of case															
GENEPIO:0100269	Covid-19		Relative of case	            Parent of case															
GENEPIO:0100270	Covid-19		Relative of case	                  Father of case 															
GENEPIO:0100271	Covid-19		Relative of case	                  Mother of case															
GENEPIO:0100272	Covid-19		Social role	      Spouse of case															
			host role	Other Host Role															
																			
																			
ECTO:3000005	Covid-19		exposure setting	Human Exposure															
GENEPIO:0100184	Covid-19		Human Exposure	      Contact with Known COVID-19 Case															
GENEPIO:0100185	Covid-19		Human Exposure	      Contact with Patient															
GENEPIO:0100186	Covid-19		Human Exposure	      Contact with Probable COVID-19 Case															
GENEPIO:0100187	Covid-19		Human Exposure	      Contact with Person with Acute Respiratory Illness															
GENEPIO:0100188	Covid-19		Human Exposure	      Contact with Person with Fever and/or Cough															
GENEPIO:0100189	Covid-19		Human Exposure	      Contact with Person who Recently Travelled															
GENEPIO:0100190	Covid-19		exposure setting	Occupational, Residency or Patronage Exposure															
ECTO:1000033	Covid-19		Occupational, Residency or Patronage Exposure	      Abbatoir															
GENEPIO:0100191	Covid-19		Occupational, Residency or Patronage Exposure	      Animal Rescue															
GENEPIO:0100192	Covid-19		Occupational, Residency or Patronage Exposure	      Childcare															
GENEPIO:0100193	Covid-19		Childcare	            Daycare															
GENEPIO:0100194	Covid-19		Occupational, Residency or Patronage Exposure	            Nursery															
GENEPIO:0100195	Covid-19		Occupational, Residency or Patronage Exposure	      Community Service Centre															
GENEPIO:0100196	Covid-19		Occupational, Residency or Patronage Exposure	      Correctional Facility															
GENEPIO:0100197	Covid-19		Occupational, Residency or Patronage Exposure	      Dormitory															
ECTO:1000034	Covid-19		Occupational, Residency or Patronage Exposure	      Farm															
GENEPIO:0100198	Covid-19		Occupational, Residency or Patronage Exposure	      First Nations Reserve															
GENEPIO:0100199	Covid-19		Occupational, Residency or Patronage Exposure	      Funeral Home															
GENEPIO:0100200	Covid-19		Occupational, Residency or Patronage Exposure	      Group Home															
GENEPIO:0100201	Covid-19		Occupational, Residency or Patronage Exposure	      Healthcare Setting															
GENEPIO:0100202	Covid-19		Healthcare Setting	            Ambulance															
GENEPIO:0100203	Covid-19		Healthcare Setting	            Acute Care Facility															
GENEPIO:0100204	Covid-19		Healthcare Setting	            Clinic															
GENEPIO:0100205	Covid-19		Healthcare Setting	            Community Health Centre															
ECTO:1000035	Covid-19		Healthcare Setting	            Hospital															
GENEPIO:0100206	Covid-19		Hospital	                  Emergency Department															
GENEPIO:0100207	Covid-19		Hospital	                  ICU															
GENEPIO:0100208	Covid-19		Hospital	                 Ward															
ECTO:1000036	Covid-19		Healthcare Setting	            Laboratory															
GENEPIO:0100209	Covid-19		Healthcare Setting	            Long-Term Care Facility															
GENEPIO:0100210	Covid-19		Healthcare Setting	            Pharmacy															
GENEPIO:0100211	Covid-19		Healthcare Setting	            Physician's Office															
GENEPIO:0100212	Covid-19		Occupational, Residency or Patronage Exposure	      Household															
GENEPIO:0100213	Covid-19		Occupational, Residency or Patronage Exposure	      Insecure Housing (Homeless)															
GENEPIO:0100214	Covid-19		Occupational, Residency or Patronage Exposure	      Occupational Exposure															
GENEPIO:0100215	Covid-19		Occupational Exposure	            Worksite															
ECTO:1000037	Covid-19		Occupational Exposure	                  Office															
GENEPIO:0100216	Covid-19		Occupational, Residency or Patronage Exposure	      Outdoors															
ECTO:5000009	Covid-19		Outdoors	            Camp/camping															
GENEPIO:0100217	Covid-19		Outdoors	            Hiking Trail															
ECTO:6000030	Covid-19		Outdoors	            Hunting Ground															
GENEPIO:0100218	Covid-19		Outdoors	            Ski Resort															
ECTO:5000008	Covid-19		Occupational, Residency or Patronage Exposure	      Petting zoo															
GENEPIO:0100220	Covid-19		Occupational, Residency or Patronage Exposure	      Place of Worship															
GENEPIO:0100221	Covid-19		Place of Worship	            Church															
GENEPIO:0100222	Covid-19		Place of Worship	            Mosque															
GENEPIO:0100223	Covid-19		Place of Worship	            Temple															
ECTO:1000040	Covid-19		Occupational, Residency or Patronage Exposure	      Restaurant															
ECTO:1000041	Covid-19		Occupational, Residency or Patronage Exposure	      Retail Store															
GENEPIO:0100224	Covid-19		Occupational, Residency or Patronage Exposure	      School															
GENEPIO:0100225	Covid-19		Occupational, Residency or Patronage Exposure	      Temporary Residence															
GENEPIO:0100226	Covid-19		Temporary Residence	            Homeless Shelter															
GENEPIO:0100227	Covid-19		Temporary Residence	            Hotel															
GENEPIO:0100228	Covid-19		Occupational, Residency or Patronage Exposure	      Veterinary Care Clinic															
GENEPIO:0100229	Covid-19		exposure setting	Travel Exposure															
GENEPIO:0100230	Covid-19		Travel Exposure	       Travelled on a Cruise Ship															
GENEPIO:0100231	Covid-19		Travel Exposure	       Travelled on a Plane															
GENEPIO:0100232	Covid-19		Travel Exposure	       Travelled on Ground Transport															
GENEPIO:0001118	Covid-19		Travel Exposure	       Travelled outside Province/Territory															
GENEPIO:0001119	Covid-19		Travel Exposure	       Travelled outside Canada															
GENEPIO:0100235	Covid-19		exposure setting	Other Exposure Setting															
																			
																			
GENEPIO:0100037	Covid-19		prior SARS-CoV-2 antiviral treatment	Prior antiviral treatment															
GENEPIO:0100233	Covid-19		prior SARS-CoV-2 antiviral treatment	No prior antiviral treatment															
																			
																			
GENEPIO:0100105	Covid-19		sequencing instrument	Illumina sequencing instrument													platform:ILLUMINA		
GENEPIO:0100106	Covid-19		Illumina sequencing instrument	   Illumina Genome Analyzer													platform:ILLUMINA;instrument_model:Illumina Genome Analyzer		
GENEPIO:0100107	Covid-19		Illumina Genome Analyzer	      Illumina Genome Analyzer II													platform:ILLUMINA;instrument_model:Illumina Genome Analyzer II		
GENEPIO:0100108	Covid-19		Illumina Genome Analyzer	      Illumina Genome Analyzer IIx													platform:ILLUMINA;instrument_model:Illumina Genome Analyzer IIx		
GENEPIO:0100109	Covid-19		Illumina sequencing instrument	   Illumina HiScanSQ													platform:ILLUMINA;instrument_model:Illumina HiScanSQ		
GENEPIO:0100110	Covid-19		Illumina sequencing instrument	   Illumina HiSeq 													platform:ILLUMINA		
GENEPIO:0100111	Covid-19		Illumina sequencing instrument	      Illumina HiSeq X 													platform:ILLUMINA		
GENEPIO:0100112	Covid-19		Illumina HiSeq X	         Illumina HiSeq X Five													platform:ILLUMINA;instrument_model: Illumina HiSeq X Five		
GENEPIO:0100113	Covid-19		Illumina HiSeq X	         Illumina HiSeq X Ten													platform:ILLUMINA;instrument_model:Illumina HiSeq X Ten		
GENEPIO:0100114	Covid-19		Illumina sequencing instrument	      Illumina HiSeq 1000													platform:ILLUMINA;instrument_model:Illumina HiSeq 1000		
GENEPIO:0100115	Covid-19		Illumina sequencing instrument	      Illumina HiSeq 1500													platform:ILLUMINA		
GENEPIO:0100116	Covid-19		Illumina sequencing instrument	      Illumina HiSeq 2000													platform:ILLUMINA;instrument_model:Illumina HiSeq 2000		
GENEPIO:0100117	Covid-19		Illumina sequencing instrument	      Illumina HiSeq 2500													platform:ILLUMINA;instrument_model:Illumina HiSeq 2500		
GENEPIO:0100118	Covid-19		Illumina sequencing instrument	      Illumina HiSeq 3000													platform:ILLUMINA		
GENEPIO:0100119	Covid-19		Illumina sequencing instrument	      Illumina HiSeq 4000													platform:ILLUMINA		
GENEPIO:0100120	Covid-19		Illumina sequencing instrument	   Illumina iSeq													platform:ILLUMINA		
GENEPIO:0100121	Covid-19		Illumina iSeq	   Illumina iSeq 100													platform:ILLUMINA		
GENEPIO:0100122	Covid-19		Illumina sequencing instrument	   Illumina NovaSeq													platform:ILLUMINA		
GENEPIO:0100123	Covid-19		Illumina NovaSeq	   Illumina NovaSeq 6000													platform:ILLUMINA		
GENEPIO:0100124	Covid-19		Illumina sequencing instrument	   Illumina MiniSeq													platform:ILLUMINA		
GENEPIO:0100125	Covid-19		Illumina sequencing instrument	   Illumina MiSeq													platform:ILLUMINA;instrument_model:Illumina MiSeq		
GENEPIO:0100126	Covid-19		Illumina sequencing instrument	   Illumina NextSeq													platform:ILLUMINA		
GENEPIO:0100127	Covid-19		Illumina NextSeq	      Illumina NextSeq 500													platform:ILLUMINA;instrument_model:Illumina NextSeq 500		
GENEPIO:0100128	Covid-19		Illumina NextSeq	      Illumina NextSeq 550													platform:ILLUMINA		
GENEPIO:0100129	Covid-19		Illumina NextSeq	      Illumina NextSeq 2000															
GENEPIO:0100130	Covid-19		sequencing instrument	Pacific Biosciences sequencing instrument													platform:PACBIO_SMRT		
GENEPIO:0100131	Covid-19		Pacific Biosciences sequencing instrument	   PacBio RS													platform:PACBIO_SMRT;instrument_model:PacBio RS		
GENEPIO:0100132	Covid-19		Pacific Biosciences sequencing instrument	   PacBio RS II													platform:PACBIO_SMRT;instrument_model:PacBio RS II		
GENEPIO:0100133	Covid-19		Pacific Biosciences sequencing instrument	   PacBio Sequel													platform:PACBIO_SMRT		
GENEPIO:0100134	Covid-19		Pacific Biosciences sequencing instrument	   PacBio Sequel II													platform:PACBIO_SMRT		
GENEPIO:0100135	Covid-19		sequencing instrument	Ion Torrent sequencing instrument													platform:ION_TORRENT		
GENEPIO:0100136	Covid-19		Ion Torrent sequencing instrument	   Ion Torrent PGM													platform:ION_TORRENT;instrument_model:Ion Torrent PGM		
GENEPIO:0100137	Covid-19		Ion Torrent sequencing instrument	   Ion Torrent Proton													platform:ION_TORRENT;instrument_model:Ion Torrent Proton		
GENEPIO:0100138	Covid-19		Ion Torrent sequencing instrument	   Ion Torrent S5 XL													platform:ION_TORRENT		
GENEPIO:0100139	Covid-19		Ion Torrent sequencing instrument	   Ion Torrent S5													platform:ION_TORRENT		
GENEPIO:0100140	Covid-19		sequencing instrument	Oxford Nanopore sequencing instrument													platform:OXFORD_NANOPORE		
GENEPIO:0100141	Covid-19		Oxford Nanopore sequencing instrument	   Oxford Nanopore GridION													platform:OXFORD_NANOPORE;instrument_model:GridION		
GENEPIO:0100142	Covid-19		Oxford Nanopore sequencing instrument	   Oxford Nanopore MinION													platform:OXFORD_NANOPORE;instrument_model:MinION		
GENEPIO:0100143	Covid-19		Oxford Nanopore sequencing instrument	   Oxford Nanopore PromethION													platform:OXFORD_NANOPORE		
GENEPIO:0100144	Covid-19		sequencing instrument	BGI Genomics sequencing instrument															
GENEPIO:0100145	Covid-19		BGI Genomics sequencing instrument	   BGI Genomics BGISEQ-500															
GENEPIO:0100146	Covid-19		sequencing instrument	MGI sequencing instrument															
GENEPIO:0100147	Covid-19		MGI sequencing instrument	   DNBSEQ-T7															
GENEPIO:0100148	Covid-19		MGI sequencing instrument	   DNBSEQ-G400															
GENEPIO:0100149	Covid-19		MGI sequencing instrument	   DNBSEQ-G400 FAST															
GENEPIO:0100150	Covid-19		MGI sequencing instrument	   DNBSEQ-G50															
																			
																			
GENEPIO:0100151	Covid-19		gene name 1	E gene (orf4)															
GENEPIO:0100152	Covid-19		gene name 1	M gene (orf5)															
GENEPIO:0100153	Covid-19		gene name 1	N gene (orf9)															
GENEPIO:0100154	Covid-19		gene name 1	Spike gene (orf2)															
GENEPIO:0100155	Covid-19		gene name 1	orf1ab (rep)															
GENEPIO:0100156	Covid-19		orf1ab (rep)	   orf1a (pp1a)															
GENEPIO:0100157	Covid-19		orf1a (pp1a)	      nsp11															
GENEPIO:0100158	Covid-19		orf1ab (rep)	   nsp1 															
GENEPIO:0100159	Covid-19		orf1ab (rep)	   nsp2 															
GENEPIO:0100160	Covid-19		orf1ab (rep)	   nsp3 															
GENEPIO:0100161	Covid-19		orf1ab (rep)	   nsp4 															
GENEPIO:0100162	Covid-19		orf1ab (rep)	   nsp5 															
GENEPIO:0100163	Covid-19		orf1ab (rep)	   nsp6 															
GENEPIO:0100164	Covid-19		orf1ab (rep)	   nsp7 															
GENEPIO:0100165	Covid-19		orf1ab (rep)	   nsp8 															
GENEPIO:0100166	Covid-19		orf1ab (rep)	   nsp9 															
GENEPIO:0100167	Covid-19		orf1ab (rep)	   nsp10 															
GENEPIO:0100168	Covid-19		orf1ab (rep)	   RdRp gene (nsp12)															
GENEPIO:0100169	Covid-19		orf1ab (rep)	   hel gene (nsp13)															
GENEPIO:0100170	Covid-19		orf1ab (rep)	   exoN gene (nsp14)															
GENEPIO:0100171	Covid-19		orf1ab (rep)	   nsp15															
GENEPIO:0100172	Covid-19		orf1ab (rep)	   nsp16															
GENEPIO:0100173	Covid-19		gene name 1	orf3a															
GENEPIO:0100174	Covid-19		gene name 1	orf3b															
GENEPIO:0100175	Covid-19		gene name 1	orf6 (ns6)															
GENEPIO:0100176	Covid-19		gene name 1	orf7a															
GENEPIO:0100177	Covid-19		gene name 1	orf7b (ns7b)															
GENEPIO:0100178	Covid-19		gene name 1	orf8 (ns8)															
GENEPIO:0100179	Covid-19		gene name 1	orf9b															
GENEPIO:0100180	Covid-19		gene name 1	orf9c															
GENEPIO:0100181	Covid-19		gene name 1	orf10															
GENEPIO:0100182	Covid-19		gene name 1	orf14															
GENEPIO:0100183	Covid-19		gene name 1	SARS-COV-2 5' UTR															
																			
																			
GAZ:00006882	Covid-19		geo_loc_name (country)	Afghanistan															
GAZ:00002953	Covid-19		geo_loc_name (country)	Albania															
GAZ:00000563	Covid-19		geo_loc_name (country)	Algeria															
GAZ:00003957	Covid-19		geo_loc_name (country)	American Samoa															
GAZ:00002948	Covid-19		geo_loc_name (country)	Andorra															
GAZ:00001095	Covid-19		geo_loc_name (country)	Angola															
GAZ:00009159	Covid-19		geo_loc_name (country)	Anguilla															
GAZ:00000462	Covid-19		geo_loc_name (country)	Antarctica															
GAZ:00006883	Covid-19		geo_loc_name (country)	Antigua and Barbuda															
GAZ:00002928	Covid-19		geo_loc_name (country)	Argentina															
GAZ:00004094	Covid-19		geo_loc_name (country)	Armenia															
GAZ:00004025	Covid-19		geo_loc_name (country)	Aruba															
GAZ:00005901	Covid-19		geo_loc_name (country)	Ashmore and Cartier Islands															
GAZ:00000463	Covid-19		geo_loc_name (country)	Australia															
GAZ:00002942	Covid-19		geo_loc_name (country)	Austria															
GAZ:00004941	Covid-19		geo_loc_name (country)	Azerbaijan															
GAZ:00002733	Covid-19		geo_loc_name (country)	Bahamas															
GAZ:00005281	Covid-19		geo_loc_name (country)	Bahrain															
GAZ:00007117	Covid-19		geo_loc_name (country)	Baker Island															
GAZ:00003750	Covid-19		geo_loc_name (country)	Bangladesh															
GAZ:00001251	Covid-19		geo_loc_name (country)	Barbados															
GAZ:00005810	Covid-19		geo_loc_name (country)	Bassas da India															
GAZ:00006886	Covid-19		geo_loc_name (country)	Belarus															
GAZ:00002938	Covid-19		geo_loc_name (country)	Belgium															
GAZ:00002934	Covid-19		geo_loc_name (country)	Belize															
GAZ:00000904	Covid-19		geo_loc_name (country)	Benin															
GAZ:00001264	Covid-19		geo_loc_name (country)	Bermuda															
GAZ:00003920	Covid-19		geo_loc_name (country)	Bhutan															
GAZ:00002511	Covid-19		geo_loc_name (country)	Bolivia															
GAZ:00025355	Covid-19		geo_loc_name (country)	Borneo															
GAZ:00006887	Covid-19		geo_loc_name (country)	Bosnia and Herzegovina															
GAZ:00001097	Covid-19		geo_loc_name (country)	Botswana															
GAZ:00001453	Covid-19		geo_loc_name (country)	Bouvet Island															
GAZ:00002828	Covid-19		geo_loc_name (country)	Brazil															
GAZ:00003961	Covid-19		geo_loc_name (country)	British Virgin Islands															
GAZ:00003901	Covid-19		geo_loc_name (country)	Brunei															
GAZ:00002950	Covid-19		geo_loc_name (country)	Bulgaria															
GAZ:00000905	Covid-19		geo_loc_name (country)	Burkina Faso															
GAZ:00001090	Covid-19		geo_loc_name (country)	Burundi															
GAZ:00006888	Covid-19		geo_loc_name (country)	Cambodia															
GAZ:00001093	Covid-19		geo_loc_name (country)	Cameroon															
GAZ:00002560	Covid-19		geo_loc_name (country)	Canada															
GAZ:00001227	Covid-19		geo_loc_name (country)	Cape Verde															
GAZ:00003986	Covid-19		geo_loc_name (country)	Cayman Islands															
GAZ:00001089	Covid-19		geo_loc_name (country)	Central African Republic															
GAZ:00000586	Covid-19		geo_loc_name (country)	Chad															
GAZ:00002825	Covid-19		geo_loc_name (country)	Chile															
GAZ:00002845	Covid-19		geo_loc_name (country)	China															
GAZ:00005915	Covid-19		geo_loc_name (country)	Christmas Island															
GAZ:00005838	Covid-19		geo_loc_name (country)	Clipperton Island															
GAZ:00009721	Covid-19		geo_loc_name (country)	Cocos Islands															
GAZ:00002929	Covid-19		geo_loc_name (country)	Colombia															
GAZ:00005820	Covid-19		geo_loc_name (country)	Comoros															
GAZ:00053798	Covid-19		geo_loc_name (country)	Cook Islands															
GAZ:00005917	Covid-19		geo_loc_name (country)	Coral Sea Islands															
GAZ:00002901	Covid-19		geo_loc_name (country)	Costa Rica															
GAZ:00000906	Covid-19		geo_loc_name (country)	Cote d'Ivoire															
GAZ:00002719	Covid-19		geo_loc_name (country)	Croatia															
GAZ:00003762	Covid-19		geo_loc_name (country)	Cuba															
GAZ:00012582	Covid-19		geo_loc_name (country)	Curacao															
GAZ:00004006	Covid-19		geo_loc_name (country)	Cyprus															
GAZ:00002954	Covid-19		geo_loc_name (country)	Czech Republic															
GAZ:00001086	Covid-19		geo_loc_name (country)	Democratic Republic of the Congo															
GAZ:00005852	Covid-19		geo_loc_name (country)	Denmark															
GAZ:00000582	Covid-19		geo_loc_name (country)	Djibouti															
GAZ:00006890	Covid-19		geo_loc_name (country)	Dominica															
GAZ:00003952	Covid-19		geo_loc_name (country)	Dominican Republic															
GAZ:00002912	Covid-19		geo_loc_name (country)	Ecuador															
GAZ:00003934	Covid-19		geo_loc_name (country)	Egypt															
GAZ:00002935	Covid-19		geo_loc_name (country)	El Salvador															
GAZ:00001091	Covid-19		geo_loc_name (country)	Equatorial Guinea															
GAZ:00000581	Covid-19		geo_loc_name (country)	Eritrea															
GAZ:00002959	Covid-19		geo_loc_name (country)	Estonia															
GAZ:00001099	Covid-19		geo_loc_name (country)	Eswatini															
GAZ:00000567	Covid-19		geo_loc_name (country)	Ethiopia															
GAZ:00005811	Covid-19		geo_loc_name (country)	Europa Island															
GAZ:00001412	Covid-19		geo_loc_name (country)	Falkland Islands (Islas Malvinas)															
GAZ:00059206	Covid-19		geo_loc_name (country)	Faroe Islands															
GAZ:00006891	Covid-19		geo_loc_name (country)	Fiji															
GAZ:00002937	Covid-19		geo_loc_name (country)	Finland															
GAZ:00003940	Covid-19		geo_loc_name (country)	France															
GAZ:00002516	Covid-19		geo_loc_name (country)	French Guiana															
GAZ:00002918	Covid-19		geo_loc_name (country)	French Polynesia															
GAZ:00003753	Covid-19		geo_loc_name (country)	French Southern and Antarctic Lands															
GAZ:00001092	Covid-19		geo_loc_name (country)	Gabon															
GAZ:00000907	Covid-19		geo_loc_name (country)	Gambia															
GAZ:00009571	Covid-19		geo_loc_name (country)	Gaza Strip															
GAZ:00004942	Covid-19		geo_loc_name (country)	Georgia															
GAZ:00002646	Covid-19		geo_loc_name (country)	Germany															
GAZ:00000908	Covid-19		geo_loc_name (country)	Ghana															
GAZ:00003987	Covid-19		geo_loc_name (country)	Gibraltar															
GAZ:00005808	Covid-19		geo_loc_name (country)	Glorioso Islands															
GAZ:00002945	Covid-19		geo_loc_name (country)	Greece															
GAZ:00001507	Covid-19		geo_loc_name (country)	Greenland															
GAZ:02000573	Covid-19		geo_loc_name (country)	Grenada															
GAZ:00067142	Covid-19		geo_loc_name (country)	Guadeloupe															
GAZ:00003706	Covid-19		geo_loc_name (country)	Guam															
GAZ:00002936	Covid-19		geo_loc_name (country)	Guatemala															
GAZ:00001550	Covid-19		geo_loc_name (country)	Guernsey															
GAZ:00000909	Covid-19		geo_loc_name (country)	Guinea															
GAZ:00000910	Covid-19		geo_loc_name (country)	Guinea-Bissau															
GAZ:00002522	Covid-19		geo_loc_name (country)	Guyana															
GAZ:00003953	Covid-19		geo_loc_name (country)	Haiti															
GAZ:00009718	Covid-19		geo_loc_name (country)	Heard Island and McDonald Islands															
GAZ:00002894	Covid-19		geo_loc_name (country)	Honduras															
GAZ:00003203	Covid-19		geo_loc_name (country)	Hong Kong															
GAZ:00007120	Covid-19		geo_loc_name (country)	Howland Island															
GAZ:00002952	Covid-19		geo_loc_name (country)	Hungary															
GAZ:00000843	Covid-19		geo_loc_name (country)	Iceland															
GAZ:00002839	Covid-19		geo_loc_name (country)	India															
GAZ:00003727	Covid-19		geo_loc_name (country)	Indonesia															
GAZ:00004474	Covid-19		geo_loc_name (country)	Iran															
GAZ:00004483	Covid-19		geo_loc_name (country)	Iraq															
GAZ:00002943	Covid-19		geo_loc_name (country)	Ireland															
GAZ:00052477	Covid-19		geo_loc_name (country)	Isle of Man															
GAZ:00002476	Covid-19		geo_loc_name (country)	Israel															
GAZ:00002650	Covid-19		geo_loc_name (country)	Italy															
GAZ:00003781	Covid-19		geo_loc_name (country)	Jamaica															
GAZ:00005853	Covid-19		geo_loc_name (country)	Jan Mayen															
GAZ:00002747	Covid-19		geo_loc_name (country)	Japan															
GAZ:00007118	Covid-19		geo_loc_name (country)	Jarvis Island															
GAZ:00001551	Covid-19		geo_loc_name (country)	Jersey															
GAZ:00007114	Covid-19		geo_loc_name (country)	Johnston Atoll															
GAZ:00002473	Covid-19		geo_loc_name (country)	Jordan															
GAZ:00005809	Covid-19		geo_loc_name (country)	Juan de Nova Island															
GAZ:00004999	Covid-19		geo_loc_name (country)	Kazakhstan															
GAZ:00001101	Covid-19		geo_loc_name (country)	Kenya															
GAZ:00005682	Covid-19		geo_loc_name (country)	Kerguelen Archipelago															
GAZ:00007116	Covid-19		geo_loc_name (country)	Kingman Reef															
GAZ:00006894	Covid-19		geo_loc_name (country)	Kiribati															
GAZ:00011337	Covid-19		geo_loc_name (country)	Kosovo															
GAZ:00005285	Covid-19		geo_loc_name (country)	Kuwait															
GAZ:00006893	Covid-19		geo_loc_name (country)	Kyrgyzstan															
GAZ:00006889	Covid-19		geo_loc_name (country)	Laos															
GAZ:00002958	Covid-19		geo_loc_name (country)	Latvia															
GAZ:00002478	Covid-19		geo_loc_name (country)	Lebanon															
GAZ:00001098	Covid-19		geo_loc_name (country)	Lesotho															
GAZ:00000911	Covid-19		geo_loc_name (country)	Liberia															
GAZ:00000566	Covid-19		geo_loc_name (country)	Libya															
GAZ:00003858	Covid-19		geo_loc_name (country)	Liechtenstein															
GAZ:00007144	Covid-19		geo_loc_name (country)	Line Islands															
GAZ:00002960	Covid-19		geo_loc_name (country)	Lithuania															
GAZ:00002947	Covid-19		geo_loc_name (country)	Luxembourg															
GAZ:00003202	Covid-19		geo_loc_name (country)	Macau															
GAZ:00001108	Covid-19		geo_loc_name (country)	Madagascar															
GAZ:00001105	Covid-19		geo_loc_name (country)	Malawi															
GAZ:00003902	Covid-19		geo_loc_name (country)	Malaysia															
GAZ:00006924	Covid-19		geo_loc_name (country)	Maldives															
GAZ:00000584	Covid-19		geo_loc_name (country)	Mali															
GAZ:00004017	Covid-19		geo_loc_name (country)	Malta															
GAZ:00007161	Covid-19		geo_loc_name (country)	Marshall Islands															
GAZ:00067143	Covid-19		geo_loc_name (country)	Martinique															
GAZ:00000583	Covid-19		geo_loc_name (country)	Mauritania															
GAZ:00003745	Covid-19		geo_loc_name (country)	Mauritius															
GAZ:00003943	Covid-19		geo_loc_name (country)	Mayotte															
GAZ:00002852	Covid-19		geo_loc_name (country)	Mexico															
GAZ:00005862	Covid-19		geo_loc_name (country)	Micronesia															
GAZ:00007112	Covid-19		geo_loc_name (country)	Midway Islands															
