class_name	slot_group	slot_uri	title	name	range	range_2	identifier	multivalued	required	recommended	minimum_value	maximum_value	pattern	structured_pattern	description	comments	examples	EXPORT_GISAID	EXPORT_NCBI_BIOSAMPLE_SARS-COV-2_WWS	EXPORT_NCBI_SRAGenomeTrakr	EXPORT_NCBI_SRA	EXPORT_VirusSeq_Portal
WastewaterAMR;WastewaterPathogenAgnostic	Pathogen diagnostic testing	GENEPIO:0102042	gene symbol 2	gene_symbol_2	WhitespaceMinimizedString	NullValueMenu									The symbol of the gene used in the diagnostic RT-PCR test.	Provide the full name of the gene used in the test. Standardized gene names can be found in the Gene Ontology using this look-up service: https://bit.ly/2Sq1LbI	gyrase A		ww_surv_target_2_gene			
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Pathogen diagnostic testing		diagnostic target presence 2	diagnostic_target_presence_2	DiagnosticTargetPresenceMenu	NullValueMenu									The binary value of the result from a diagnostic test.	Select a value from the pick list provided, to describe whether a target was determined to be present or absent within a sample.	diagnostic target present		ww_surv_target_2_known_present			
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Pathogen diagnostic testing		diagnostic measurement value 2	diagnostic_measurement_value_2	WhitespaceMinimizedString										The value of the result from a diagnostic test.	Provide the numerical result of a diagnostic test (no need to include units).	1000		ww_surv_target_2_conc			
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Pathogen diagnostic testing		diagnostic measurement unit 2	diagnostic_measurement_unit_2	DiagnosticMeasurementUnitMenu	NullValueMenu									The unit of the result from a diagnostic test.	Select a value from the pick list provided, to describe the units of the given diagnostic test.	cycle threshold (Ct) 		ww_surv_target_2_conc_unit			
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Pathogen diagnostic testing		diagnostic measurement method 2	diagnostic_measurement_method_2	DiagnosticMeasurementMethodMenu	NullValueMenu									The method by which a diagnostic result was determined.	Select a value from the pick list provided to describe the method used for a given diagnostic test.	qPCR					
WastewaterAMR;WastewaterPathogenAgnostic	Pathogen diagnostic testing	GENEPIO:0102051	target taxonomic name 3												The scientific name of the organism or taxon that is the focus of the study, assay, or diagnostic test.	The target taxonomic name refers to the specific species, genus, or other taxonomic classification that the assay or diagnostic test is designed to identify, detect, or characterize. This may include the full binomial name (Genus species) or a higher taxonomic rank (e.g., genus, family) when species-level identification is not applicable.  Avoid abbreviations. Search for taxonomic names here: ncbi.nlm.nih.gov/taxonomy.						
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Pathogen diagnostic testing	GENEPIO:0102039	assay target name 3	assay_target_name_3	WhitespaceMinimizedString										The name of the assay target used in the diagnostic RT-PCR test.	The specific genomic region, sequence, or variant targeted by the assay in a diagnostic RT-PCR test. This may include parts of a gene, non-coding regions, or other genetic elements that serve as a marker for detecting the presence of a pathogen or other relevant entities.						
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Pathogen diagnostic testing	GENEPIO:0102047	assay target details 3	assay_target_details_3	WhitespaceMinimizedString										Describe any details of the assay target.	Provide details that are applicable to the assay used for the diagnostic test. 						
WastewaterSARS-CoV-2	Pathogen diagnostic testing	GENEPIO:0102043	gene symbol 3	gene_symbol_3	GeneSymbolMenu	NullValueMenu									The symbol of the gene used in the diagnostic RT-PCR test.	Select a gene name value from the pick list provided.	E gene (orf4)					
WastewaterAMR;WastewaterPathogenAgnostic	Pathogen diagnostic testing	GENEPIO:0102043	gene symbol 3	gene_symbol_3	WhitespaceMinimizedString	NullValueMenu									The symbol of the gene used in the diagnostic RT-PCR test.	Provide the full name of the gene used in the test. Standardized gene names can be found in the Gene Ontology using this look-up service: https://bit.ly/2Sq1LbI	gyrase A					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Pathogen diagnostic testing		diagnostic target presence 3	diagnostic_target_presence_3	DiagnosticTargetPresenceMenu	NullValueMenu									The binary value of the result from a diagnostic test.	Select a value from the pick list provided, to describe whether a target was determined to be present or absent within a sample.	diagnostic target present					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Pathogen diagnostic testing		diagnostic measurement value 3	diagnostic_measurement_value_3	WhitespaceMinimizedString										The value of the result from a diagnostic test.	Provide the numerical result of a diagnostic test (no need to include units).	1000					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Pathogen diagnostic testing		diagnostic measurement unit 3	diagnostic_measurement_unit_3	DiagnosticMeasurementUnitMenu	NullValueMenu									The unit of the result from a diagnostic test.	Select a value from the pick list provided, to describe the units of the given diagnostic test.	cycle threshold (Ct) 					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Pathogen diagnostic testing		diagnostic measurement method 3	diagnostic_measurement_method_3	DiagnosticMeasurementMethodMenu	NullValueMenu									The method by which a diagnostic result was determined.	Select a value from the pick list provided to describe the method used for a given diagnostic test.	qPCR					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic		GENEPIO:0001516	Contributor acknowledgement																			
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Contributor acknowledgement	GENEPIO:0001517	authors	authors						TRUE					Names of individuals contributing to the processes of sample collection, sequence generation, analysis, and data submission.	Include the first and last names of all individuals that should be attributed, separated by a semicolon.	Tejinder Singh; Fei Hu; Joe Blogs	Authors				
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Contributor acknowledgement	GENEPIO:0001518	DataHarmonizer provenance	dataharmonizer_provenance											The DataHarmonizer software and template version provenance.	The current software and template version information will be automatically generated in this field after the user utilizes the "validate" function. This information will be generated regardless as to whether the row is valid of not.	DataHarmonizer v3.3.3, Influenza v1.0.0	DataHarmonizer provenance				
