class_name	slot_group	slot_group_fr	slot_uri	title	name	title_fr	range	range_2	identifier	multivalued	required	recommended	minimum_value	maximum_value	pattern	structured_pattern	description	description_fr	comments	comments_fr	examples	examples_fr	EXPORT_GISAID	EXPORT_CNPHI	EXPORT_NML_LIMS	EXPORT_BIOSAMPLE	EXPORT_VirusSeq_Portal
	Pathogen diagnostic testing	Tests de diagnostic des agents pathogènes	GENEPIO:0001507	gene name 1	gene_name_1	Nom du gène 1	GeneNameMenu	NullValueMenu									The name of the gene used in the diagnostic RT-PCR test.	Nom du gène utilisé dans le test diagnostique RT-PCR	Provide the full name of the gene used in the test. The gene symbol (short form of gene name) can also be provided. Standardized gene names and symbols can be found in the Gene Ontology using this look-up service: https://bit.ly/2Sq1LbI	Indiquez le nom complet du gène soumis au dépistage. Le symbole du gène (forme abrégée du nom du gène) peut également être fourni. Il est possible de trouver les noms et les symboles de gènes normalisés dans Gene Ontology en utilisant ce service de recherche : https://bit.ly/2Sq1LbI.	E gene (orf4)	Gène E (orf4)		Gene Target 1	SUBMITTED_RESLT - Gene Target #1	gene_name_1	gene name
	Pathogen diagnostic testing	Tests de diagnostic des agents pathogènes	GENEPIO:0001508	diagnostic pcr protocol 1	diagnostic_pcr_protocol_1	Protocole de diagnostic de polymérase en chaîne 1	WhitespaceMinimizedString										The name and version number of the protocol used for diagnostic marker amplification.	Nom et numéro de version du protocole utilisé pour l’amplification des marqueurs diagnostiques	The name and version number of the protocol used for carrying out a diagnostic PCR test. This information can be compared to sequence data for evaluation of performance and quality control.	Le nom et le numéro de version du protocole utilisé pour réaliser un test diagnostique basé sur la réaction en chaîne de la polymérase. Ces renseignements peuvent être comparés aux données de séquence pour l’évaluation du rendement et le contrôle de la qualité.	EGenePCRTest 2	EGenePCRTest 2					
	Pathogen diagnostic testing	Tests de diagnostic des agents pathogènes	GENEPIO:0001509	diagnostic pcr Ct value 1	diagnostic_pcr_ct_value_1	Valeur de diagnostic de polymérase en chaîne 1	decimal	NullValueMenu									The Ct value result from a diagnostic SARS-CoV-2 RT-PCR test.	Valeur Ct obtenue à la suite d’un test de diagnostic RT-PCR du SRAS-CoV-2	Provide the CT value of the sample from the diagnostic RT-PCR test.	Fournissez la valeur Ct de l’échantillon issu du test diagnostique RT-PCR.	21	21		Gene Target 1 CT Value	SUBMITTED_RESLT - Gene Target #1 CT Value	diagnostic_PCR_CT_value_1	diagnostic pcr Ct value 
	Pathogen diagnostic testing	Tests de diagnostic des agents pathogènes	GENEPIO:0001510	gene name 2	gene_name_2	Nom du gène 2	GeneNameMenu	NullValueMenu									The name of the gene used in the diagnostic RT-PCR test.	Nom du gène utilisé dans le test diagnostique RT-PCR	Provide the full name of another gene used in an RT-PCR test. The gene symbol (short form of gene name) can also be provided. Standardized gene names and symbols can be found in the Gene Ontology using this look-up service: https://bit.ly/2Sq1LbI	Indiquez le nom complet d’un autre gène utilisé dans le test RT-PCR. Le symbole du gène (forme abrégée du nom du gène) peut également être fourni. Il est possible de trouver les noms et les symboles de gènes normalisés dans Gene Ontology en utilisant ce service de recherche : https://bit.ly/2Sq1LbI.	RdRp gene (nsp12)	Gène RdRp (nsp12)		Gene Target 2	SUBMITTED_RESLT - Gene Target #2	gene_name_2	
	Pathogen diagnostic testing	Tests de diagnostic des agents pathogènes	GENEPIO:0001511	diagnostic pcr protocol 2	diagnostic_pcr_protocol_2	Protocole de diagnostic de polymérase en chaîne 2	WhitespaceMinimizedString										The name and version number of the protocol used for diagnostic marker amplification.	Nom et numéro de version du protocole utilisé pour l’amplification des marqueurs diagnostiques	The name and version number of the protocol used for carrying out a second diagnostic PCR test. This information can be compared to sequence data for evaluation of performance and quality control.	Le nom et le numéro de version du protocole utilisé pour réaliser un deuxième test diagnostique basé sur la réaction en chaîne de la polymérase. Ces renseignements peuvent être comparés aux données de séquence pour l’évaluation du rendement et le contrôle de la qualité.	RdRpGenePCRTest 3	RdRpGenePCRTest 3					
	Pathogen diagnostic testing	Tests de diagnostic des agents pathogènes	GENEPIO:0001512	diagnostic pcr Ct value 2	diagnostic_pcr_ct_value_2	Valeur de diagnostic de polymérase en chaîne 2	decimal	NullValueMenu									The Ct value result from a diagnostic SARS-CoV-2 RT-PCR test.	Valeur Ct obtenue à la suite d’un test de diagnostic RT-PCR du SRAS-CoV-2	Provide the CT value of the sample from the second diagnostic RT-PCR test.	Fournissez la valeur Ct du deuxième échantillon issu du deuxième test diagnostique RT-PCR.	36	36		Gene Target 2 CT Value	SUBMITTED_RESLT - Gene Target #2 CT Value	diagnostic_PCR_CT_value_2	
	Pathogen diagnostic testing	Tests de diagnostic des agents pathogènes	GENEPIO:0001513	gene name 3	gene_name_3	Nom du gène 3	GeneNameMenu	NullValueMenu									The name of the gene used in the diagnostic RT-PCR test.	Nom du gène utilisé dans le test diagnostique RT-PCR	Provide the full name of another gene used in an RT-PCR test. The gene symbol (short form of gene name) can also be provided. Standardized gene names and symbols can be found in the Gene Ontology using this look-up service: https://bit.ly/2Sq1LbI	Indiquez le nom complet d’un autre gène utilisé dans le test RT-PCR. Le symbole du gène (forme abrégée du nom du gène) peut également être fourni. Il est possible de trouver les noms et les symboles de gènes normalisés dans Gene Ontology en utilisant ce service de recherche : https://bit.ly/2Sq1LbI.	RdRp gene (nsp12)	Gène RdRp (nsp12)		Gene Target 3	SUBMITTED_RESLT - Gene Target #3		
	Pathogen diagnostic testing	Tests de diagnostic des agents pathogènes	GENEPIO:0001514	diagnostic pcr protocol 3	diagnostic_pcr_protocol_3	Protocole de diagnostic de polymérase en chaîne 3	WhitespaceMinimizedString										The name and version number of the protocol used for diagnostic marker amplification.	Nom et numéro de version du protocole utilisé pour l’amplification des marqueurs diagnostiques	The name and version number of the protocol used for carrying out a second diagnostic PCR test. This information can be compared to sequence data for evaluation of performance and quality control.	Le nom et le numéro de version du protocole utilisé pour réaliser un deuxième test diagnostique basé sur la réaction en chaîne de la polymérase. Ces renseignements peuvent être comparés aux données de séquence pour l’évaluation du rendement et le contrôle de la qualité.	RdRpGenePCRTest 3	RdRpGenePCRTest 3					
	Pathogen diagnostic testing	Tests de diagnostic des agents pathogènes	GENEPIO:0001515	diagnostic pcr Ct value 3	diagnostic_pcr_ct_value_3	Valeur de diagnostic de polymérase en chaîne 3	decimal	NullValueMenu									The Ct value result from a diagnostic SARS-CoV-2 RT-PCR test.	Valeur Ct obtenue à la suite d’un test de diagnostic RT-PCR du SRAS-CoV-2	Provide the CT value of the sample from the second diagnostic RT-PCR test.	Fournissez la valeur Ct du deuxième échantillon issu du deuxième test diagnostique RT-PCR.	30	30		Gene Target 3 CT Value	SUBMITTED_RESLT - Gene Target #3 CT Value		
																											
																											
			GENEPIO:0001516	Contributor acknowledgement																							
	Contributor acknowledgement	Reconnaissance des contributeurs	GENEPIO:0001517	authors	authors	Auteurs	WhitespaceMinimizedString					TRUE					Names of individuals contributing to the processes of sample collection, sequence generation, analysis, and data submission.	Noms des personnes contribuant aux processus de prélèvement d’échantillons, de génération de séquences, d’analyse et de soumission de données	Include the first and last names of all individuals that should be attributed, separated by a comma.	Incluez le prénom et le nom de toutes les personnes qui doivent être affectées, séparés par une virgule.	Tejinder Singh, Fei Hu, Joe Blogs	Tejinder Singh, Fei Hu, Joe Blogs	Authors	Authors	PH_CANCOGEN_AUTHORS		
	Contributor acknowledgement	Reconnaissance des contributeurs	GENEPIO:0001518	DataHarmonizer provenance	dataharmonizer_provenance	Provenance de DataHarmonizer	Provenance										The DataHarmonizer software and template version provenance.	Provenance du logiciel DataHarmonizer et de la version du modèle	The current software and template version information will be automatically generated in this field after the user utilizes the "validate" function. This information will be generated regardless as to whether the row is valid of not.	Les renseignements actuels sur la version du logiciel et du modèle seront automatiquement générés dans ce champ une fois que l’utilisateur aura utilisé la fonction « Valider ». Ces renseignements seront générés indépendamment du fait que la ligne soit valide ou non.	DataHarmonizer v1.4.3, CanCOGeN Covid-19 v1.0.0	DataHarmonizer v1.4.3, CanCOGeN Covid-19 v1.0.0	DataHarmonizer provenance	Additional Comments	HC_COMMENTS		
																											
